cust_id,city,total_spend,avg_customer_spend
4506,Abu Dhabi,13001.45,10975.373986
2014,Dubai,13000.38,10975.373986
1375,Dubai,13000.18,10975.373986
1631,Dubai,12998.44,10975.373986
2844,Abu Dhabi,12996.57,10975.373986
4081,Dubai,12996.54,10975.373986
672,Sharjah,12994.08,10975.373986
932,Dubai,12993.45,10975.373986
2949,Dubai,12991.46,10975.373986
3145,Dubai,12990.52,10975.373986
2113,Sharjah,12988.47,10975.373986
4350,Sharjah,12985.96,10975.373986
2088,Abu Dhabi,12984.16,10975.373986
2037,Dubai,12983.59,10975.373986
2228,Sharjah,12982.83,10975.373986
4280,Dubai,12980.61,10975.373986
475,Dubai,12979.75,10975.373986
1822,Sharjah,12975.64,10975.373986
4288,Dubai,12974.55,10975.373986
1845,Sharjah,12972.57,10975.373986
2842,Sharjah,12966.90,10975.373986
604,Abu Dhabi,12964.80,10975.373986
2992,Dubai,12964.06,10975.373986
3752,Abu Dhabi,12959.64,10975.373986
3520,Dubai,12958.50,10975.373986
1183,Dubai,12957.71,10975.373986
1572,Dubai,12957.31,10975.373986
2792,Dubai,12956.15,10975.373986
2235,Dubai,12954.79,10975.373986
2800,Sharjah,12954.62,10975.373986
606,Sharjah,12953.31,10975.373986
2164,Dubai,12948.36,10975.373986
4956,Dubai,12947.04,10975.373986
86,Dubai,12946.42,10975.373986
4774,Dubai,12945.99,10975.373986
897,Dubai,12945.88,10975.373986
240,Abu Dhabi,12945.60,10975.373986
667,Abu Dhabi,12945.35,10975.373986
2518,Abu Dhabi,12944.93,10975.373986
2887,Abu Dhabi,12944.81,10975.373986
2065,Abu Dhabi,12940.73,10975.373986
2860,Sharjah,12935.61,10975.373986
4803,Dubai,12935.47,10975.373986
4667,Dubai,12934.38,10975.373986
2408,Dubai,12931.00,10975.373986
2714,Abu Dhabi,12928.70,10975.373986
3053,Sharjah,12926.72,10975.373986
1969,Dubai,12926.67,10975.373986
4639,Dubai,12923.43,10975.373986
1261,Dubai,12918.75,10975.373986
922,Sharjah,12918.10,10975.373986
247,Dubai,12917.57,10975.373986
1311,Abu Dhabi,12914.21,10975.373986
779,Sharjah,12912.92,10975.373986
1450,Dubai,12912.39,10975.373986
4745,Dubai,12910.67,10975.373986
2374,Dubai,12910.26,10975.373986
2160,Dubai,12910.00,10975.373986
3225,Abu Dhabi,12908.64,10975.373986
2222,Abu Dhabi,12905.74,10975.373986
675,Dubai,12904.82,10975.373986
1218,Sharjah,12904.75,10975.373986
4704,Dubai,12903.55,10975.373986
782,Abu Dhabi,12901.53,10975.373986
2638,Abu Dhabi,12901.09,10975.373986
2534,Dubai,12896.67,10975.373986
2967,Sharjah,12895.92,10975.373986
3942,Sharjah,12894.17,10975.373986
4382,Abu Dhabi,12893.73,10975.373986
442,Sharjah,12892.73,10975.373986
4444,Dubai,12890.85,10975.373986
1489,Abu Dhabi,12890.53,10975.373986
4584,Abu Dhabi,12887.71,10975.373986
568,Dubai,12884.01,10975.373986
1573,Abu Dhabi,12883.95,10975.373986
3555,Dubai,12881.30,10975.373986
1991,Sharjah,12880.61,10975.373986
3057,Abu Dhabi,12879.22,10975.373986
1250,Dubai,12878.21,10975.373986
14,Dubai,12876.27,10975.373986
2813,Dubai,12875.20,10975.373986
4252,Dubai,12874.12,10975.373986
2473,Dubai,12873.21,10975.373986
4950,Abu Dhabi,12869.77,10975.373986
3786,Sharjah,12868.07,10975.373986
3019,Dubai,12864.97,10975.373986
3650,Dubai,12864.43,10975.373986
2952,Dubai,12864.37,10975.373986
3744,Dubai,12864.12,10975.373986
2300,Dubai,12862.28,10975.373986
3844,Dubai,12860.92,10975.373986
2400,Dubai,12860.35,10975.373986
915,Sharjah,12857.70,10975.373986
1955,Dubai,12856.28,10975.373986
2121,Dubai,12852.82,10975.373986
3235,Dubai,12852.78,10975.373986
2072,Abu Dhabi,12852.45,10975.373986
1233,Abu Dhabi,12849.80,10975.373986
1411,Dubai,12849.44,10975.373986
472,Abu Dhabi,12846.43,10975.373986
1586,Sharjah,12844.80,10975.373986
1266,Dubai,12843.61,10975.373986
3042,Dubai,12843.52,10975.373986
805,Dubai,12843.34,10975.373986
1786,Sharjah,12840.67,10975.373986
2303,Dubai,12836.22,10975.373986
2099,Sharjah,12834.98,10975.373986
3211,Dubai,12831.71,10975.373986
3363,Sharjah,12831.21,10975.373986
971,Sharjah,12828.35,10975.373986
1933,Abu Dhabi,12826.96,10975.373986
4036,Sharjah,12819.58,10975.373986
425,Abu Dhabi,12818.92,10975.373986
2650,Abu Dhabi,12816.61,10975.373986
2269,Abu Dhabi,12815.60,10975.373986
4891,Abu Dhabi,12815.44,10975.373986
1784,Dubai,12814.76,10975.373986
1201,Sharjah,12814.63,10975.373986
445,Dubai,12814.45,10975.373986
772,Dubai,12810.49,10975.373986
3492,Sharjah,12808.56,10975.373986
1655,Dubai,12807.19,10975.373986
2759,Dubai,12805.67,10975.373986
2983,Dubai,12804.88,10975.373986
1611,Abu Dhabi,12801.32,10975.373986
706,Dubai,12800.61,10975.373986
4265,Abu Dhabi,12797.29,10975.373986
4538,Dubai,12796.25,10975.373986
2393,Abu Dhabi,12789.81,10975.373986
2594,Dubai,12788.67,10975.373986
711,Sharjah,12786.61,10975.373986
84,Sharjah,12784.46,10975.373986
3603,Dubai,12781.07,10975.373986
3715,Dubai,12780.64,10975.373986
4848,Dubai,12780.02,10975.373986
2341,Sharjah,12779.64,10975.373986
2016,Abu Dhabi,12778.49,10975.373986
3995,Sharjah,12778.46,10975.373986
1293,Dubai,12774.98,10975.373986
2123,Sharjah,12774.76,10975.373986
1172,Abu Dhabi,12772.64,10975.373986
1958,Dubai,12772.44,10975.373986
4504,Sharjah,12772.43,10975.373986
380,Dubai,12771.26,10975.373986
3563,Abu Dhabi,12767.18,10975.373986
2868,Sharjah,12765.31,10975.373986
4057,Dubai,12763.67,10975.373986
4954,Abu Dhabi,12763.03,10975.373986
4649,Dubai,12762.90,10975.373986
3234,Dubai,12761.84,10975.373986
2275,Dubai,12758.86,10975.373986
1295,Dubai,12757.47,10975.373986
458,Dubai,12756.49,10975.373986
4376,Abu Dhabi,12752.62,10975.373986
952,Dubai,12751.23,10975.373986
1226,Dubai,12750.60,10975.373986
2248,Abu Dhabi,12750.53,10975.373986
2652,Abu Dhabi,12749.75,10975.373986
2682,Sharjah,12749.43,10975.373986
1425,Sharjah,12744.46,10975.373986
1432,Abu Dhabi,12741.17,10975.373986
262,Dubai,12738.79,10975.373986
1890,Dubai,12737.60,10975.373986
4425,Dubai,12736.45,10975.373986
1297,Sharjah,12733.44,10975.373986
4521,Dubai,12730.85,10975.373986
822,Dubai,12729.04,10975.373986
4130,Dubai,12724.90,10975.373986
4098,Dubai,12724.75,10975.373986
3483,Dubai,12722.11,10975.373986
466,Dubai,12719.09,10975.373986
143,Abu Dhabi,12713.07,10975.373986
4270,Dubai,12712.15,10975.373986
1475,Abu Dhabi,12711.20,10975.373986
3793,Dubai,12709.19,10975.373986
4287,Sharjah,12707.34,10975.373986
4929,Dubai,12700.93,10975.373986
2938,Sharjah,12700.83,10975.373986
4421,Dubai,12694.20,10975.373986
2953,Abu Dhabi,12693.23,10975.373986
1715,Dubai,12693.05,10975.373986
3909,Abu Dhabi,12692.68,10975.373986
962,Sharjah,12691.68,10975.373986
2315,Dubai,12687.91,10975.373986
926,Dubai,12686.54,10975.373986
3587,Dubai,12685.93,10975.373986
1654,Sharjah,12684.11,10975.373986
4047,Dubai,12682.25,10975.373986
1961,Sharjah,12679.36,10975.373986
2584,Abu Dhabi,12677.17,10975.373986
1308,Abu Dhabi,12674.17,10975.373986
1675,Dubai,12673.19,10975.373986
206,Dubai,12671.07,10975.373986
615,Sharjah,12671.06,10975.373986
3275,Abu Dhabi,12670.55,10975.373986
4224,Dubai,12667.18,10975.373986
4293,Abu Dhabi,12666.32,10975.373986
4041,Dubai,12664.43,10975.373986
2815,Sharjah,12664.02,10975.373986
3673,Abu Dhabi,12662.67,10975.373986
3682,Abu Dhabi,12661.34,10975.373986
2820,Dubai,12658.44,10975.373986
2251,Dubai,12657.42,10975.373986
3809,Dubai,12656.81,10975.373986
2011,Sharjah,12655.84,10975.373986
694,Abu Dhabi,12654.88,10975.373986
302,Dubai,12652.50,10975.373986
1300,Sharjah,12650.29,10975.373986
4496,Dubai,12647.51,10975.373986
3257,Dubai,12645.16,10975.373986
4626,Sharjah,12640.82,10975.373986
4013,Abu Dhabi,12640.78,10975.373986
3487,Dubai,12639.08,10975.373986
1525,Dubai,12638.44,10975.373986
2734,Dubai,12637.55,10975.373986
4055,Sharjah,12636.50,10975.373986
4910,Dubai,12635.93,10975.373986
426,Dubai,12633.80,10975.373986
1225,Dubai,12630.13,10975.373986
4760,Sharjah,12629.88,10975.373986
474,Sharjah,12629.19,10975.373986
4694,Sharjah,12627.47,10975.373986
2135,Abu Dhabi,12626.79,10975.373986
3980,Abu Dhabi,12625.34,10975.373986
3355,Dubai,12625.07,10975.373986
2649,Abu Dhabi,12623.41,10975.373986
1773,Dubai,12621.28,10975.373986
3127,Abu Dhabi,12620.50,10975.373986
921,Sharjah,12618.93,10975.373986
1054,Dubai,12618.88,10975.373986
1721,Dubai,12618.84,10975.373986
4021,Abu Dhabi,12617.26,10975.373986
2444,Dubai,12615.02,10975.373986
748,Sharjah,12611.35,10975.373986
965,Sharjah,12610.82,10975.373986
2027,Sharjah,12607.56,10975.373986
22,Sharjah,12607.41,10975.373986
2628,Abu Dhabi,12607.38,10975.373986
2667,Abu Dhabi,12604.51,10975.373986
2711,Abu Dhabi,12602.22,10975.373986
396,Dubai,12601.62,10975.373986
1761,Dubai,12600.96,10975.373986
1246,Dubai,12598.01,10975.373986
3442,Dubai,12593.20,10975.373986
1184,Dubai,12593.18,10975.373986
735,Abu Dhabi,12592.87,10975.373986
3493,Dubai,12592.69,10975.373986
2806,Dubai,12590.83,10975.373986
3593,Abu Dhabi,12590.49,10975.373986
4340,Sharjah,12589.92,10975.373986
1763,Dubai,12587.47,10975.373986
4640,Dubai,12586.81,10975.373986
3930,Dubai,12582.20,10975.373986
336,Dubai,12581.82,10975.373986
1882,Abu Dhabi,12580.69,10975.373986
310,Dubai,12580.09,10975.373986
1134,Dubai,12576.61,10975.373986
1817,Dubai,12573.92,10975.373986
389,Dubai,12572.76,10975.373986
3997,Dubai,12570.80,10975.373986
4589,Dubai,12569.34,10975.373986
3013,Abu Dhabi,12565.37,10975.373986
888,Dubai,12565.35,10975.373986
4201,Sharjah,12561.17,10975.373986
4897,Sharjah,12560.22,10975.373986
454,Sharjah,12559.65,10975.373986
1275,Sharjah,12557.82,10975.373986
3396,Sharjah,12557.01,10975.373986
419,Dubai,12554.16,10975.373986
3701,Dubai,12551.00,10975.373986
137,Dubai,12548.69,10975.373986
1635,Dubai,12548.23,10975.373986
1746,Abu Dhabi,12548.12,10975.373986
4437,Abu Dhabi,12547.35,10975.373986
2662,Dubai,12545.38,10975.373986
1408,Dubai,12544.76,10975.373986
3017,Dubai,12540.32,10975.373986
588,Abu Dhabi,12537.77,10975.373986
2410,Dubai,12534.73,10975.373986
252,Dubai,12534.33,10975.373986
3987,Sharjah,12532.77,10975.373986
3655,Dubai,12530.55,10975.373986
515,Dubai,12530.16,10975.373986
4660,Dubai,12529.72,10975.373986
344,Dubai,12529.43,10975.373986
3662,Abu Dhabi,12528.17,10975.373986
15,Abu Dhabi,12527.57,10975.373986
296,Dubai,12525.23,10975.373986
4511,Abu Dhabi,12524.51,10975.373986
2892,Dubai,12524.05,10975.373986
2238,Dubai,12521.13,10975.373986
1132,Sharjah,12520.38,10975.373986
1540,Abu Dhabi,12518.60,10975.373986
200,Dubai,12516.82,10975.373986
4979,Abu Dhabi,12516.79,10975.373986
1569,Dubai,12512.56,10975.373986
3341,Abu Dhabi,12510.39,10975.373986
831,Dubai,12509.53,10975.373986
1765,Dubai,12508.38,10975.373986
4179,Sharjah,12506.79,10975.373986
286,Dubai,12506.30,10975.373986
1906,Dubai,12505.96,10975.373986
903,Abu Dhabi,12505.79,10975.373986
370,Abu Dhabi,12500.50,10975.373986
4995,Abu Dhabi,12499.15,10975.373986
3216,Sharjah,12497.31,10975.373986
3896,Dubai,12496.67,10975.373986
129,Dubai,12496.61,10975.373986
1490,Dubai,12496.47,10975.373986
3803,Dubai,12495.20,10975.373986
4106,Dubai,12495.13,10975.373986
3764,Dubai,12493.60,10975.373986
233,Dubai,12492.05,10975.373986
3091,Abu Dhabi,12489.28,10975.373986
3432,Dubai,12489.20,10975.373986
876,Dubai,12488.10,10975.373986
3491,Dubai,12487.60,10975.373986
1935,Dubai,12487.30,10975.373986
3292,Sharjah,12485.07,10975.373986
3197,Dubai,12482.60,10975.373986
3999,Abu Dhabi,12480.30,10975.373986
1329,Dubai,12475.99,10975.373986
843,Dubai,12474.25,10975.373986
3155,Abu Dhabi,12474.00,10975.373986
433,Dubai,12471.41,10975.373986
2579,Abu Dhabi,12470.47,10975.373986
1683,Abu Dhabi,12469.10,10975.373986
1465,Dubai,12468.80,10975.373986
1257,Abu Dhabi,12468.56,10975.373986
3871,Abu Dhabi,12467.77,10975.373986
1284,Dubai,12467.67,10975.373986
118,Dubai,12467.34,10975.373986
3206,Sharjah,12466.12,10975.373986
2042,Dubai,12465.59,10975.373986
375,Sharjah,12464.08,10975.373986
55,Dubai,12461.10,10975.373986
4231,Dubai,12457.08,10975.373986
4988,Abu Dhabi,12456.73,10975.373986
4536,Abu Dhabi,12456.49,10975.373986
2781,Dubai,12456.02,10975.373986
1993,Dubai,12455.22,10975.373986
3086,Sharjah,12455.19,10975.373986
4432,Dubai,12454.33,10975.373986
2394,Dubai,12453.96,10975.373986
4148,Dubai,12453.02,10975.373986
3905,Dubai,12452.16,10975.373986
219,Sharjah,12450.82,10975.373986
2209,Abu Dhabi,12450.03,10975.373986
1520,Dubai,12448.57,10975.373986
852,Sharjah,12448.22,10975.373986
2737,Sharjah,12446.86,10975.373986
1334,Dubai,12446.44,10975.373986
4720,Sharjah,12442.73,10975.373986
3004,Abu Dhabi,12442.67,10975.373986
894,Dubai,12439.96,10975.373986
3623,Abu Dhabi,12439.62,10975.373986
3926,Sharjah,12438.51,10975.373986
1292,Dubai,12437.33,10975.373986
4267,Abu Dhabi,12436.60,10975.373986
2096,Dubai,12433.40,10975.373986
4070,Abu Dhabi,12432.88,10975.373986
3514,Abu Dhabi,12432.12,10975.373986
2664,Dubai,12430.63,10975.373986
3925,Abu Dhabi,12430.63,10975.373986
2173,Abu Dhabi,12429.97,10975.373986
1440,Sharjah,12429.46,10975.373986
3200,Dubai,12428.85,10975.373986
1780,Dubai,12428.31,10975.373986
1779,Dubai,12428.17,10975.373986
1595,Sharjah,12428.05,10975.373986
850,Dubai,12428.05,10975.373986
4460,Dubai,12424.98,10975.373986
2039,Dubai,12424.96,10975.373986
629,Dubai,12424.82,10975.373986
4341,Dubai,12423.91,10975.373986
4529,Abu Dhabi,12420.02,10975.373986
2552,Abu Dhabi,12419.78,10975.373986
3806,Sharjah,12419.73,10975.373986
650,Dubai,12417.84,10975.373986
1643,Dubai,12416.83,10975.373986
2242,Abu Dhabi,12416.01,10975.373986
1447,Sharjah,12415.09,10975.373986
201,Sharjah,12413.66,10975.373986
2610,Dubai,12413.47,10975.373986
3453,Abu Dhabi,12411.34,10975.373986
39,Abu Dhabi,12410.72,10975.373986
3175,Abu Dhabi,12409.60,10975.373986
3451,Sharjah,12407.77,10975.373986
4713,Abu Dhabi,12406.51,10975.373986
489,Dubai,12406.18,10975.373986
4593,Dubai,12403.39,10975.373986
4917,Abu Dhabi,12399.70,10975.373986
787,Abu Dhabi,12397.04,10975.373986
486,Dubai,12395.38,10975.373986
3836,Abu Dhabi,12394.86,10975.373986
3819,Abu Dhabi,12394.43,10975.373986
2642,Dubai,12393.03,10975.373986
2103,Dubai,12390.13,10975.373986
1743,Sharjah,12388.36,10975.373986
1847,Dubai,12387.58,10975.373986
2054,Abu Dhabi,12387.25,10975.373986
3462,Dubai,12385.97,10975.373986
4756,Sharjah,12385.80,10975.373986
4537,Sharjah,12385.72,10975.373986
4836,Dubai,12385.58,10975.373986
2188,Dubai,12382.38,10975.373986
1696,Abu Dhabi,12381.96,10975.373986
1403,Abu Dhabi,12380.68,10975.373986
4801,Dubai,12380.24,10975.373986
1734,Dubai,12378.17,10975.373986
421,Sharjah,12377.31,10975.373986
2347,Dubai,12377.13,10975.373986
2316,Dubai,12375.98,10975.373986
4228,Sharjah,12374.87,10975.373986
1712,Abu Dhabi,12374.28,10975.373986
3854,Dubai,12373.81,10975.373986
1406,Abu Dhabi,12370.25,10975.373986
2979,Abu Dhabi,12367.57,10975.373986
3342,Sharjah,12366.56,10975.373986
1502,Abu Dhabi,12366.37,10975.373986
4858,Sharjah,12362.33,10975.373986
4497,Abu Dhabi,12360.56,10975.373986
94,Abu Dhabi,12358.42,10975.373986
1320,Dubai,12357.78,10975.373986
4599,Dubai,12357.16,10975.373986
3986,Dubai,12355.91,10975.373986
1578,Dubai,12352.12,10975.373986
2989,Sharjah,12351.34,10975.373986
4865,Dubai,12349.97,10975.373986
3849,Abu Dhabi,12349.72,10975.373986
2755,Dubai,12349.41,10975.373986
1210,Dubai,12347.10,10975.373986
3296,Dubai,12346.92,10975.373986
624,Dubai,12345.65,10975.373986
3411,Dubai,12345.61,10975.373986
3107,Dubai,12342.38,10975.373986
156,Abu Dhabi,12341.82,10975.373986
4629,Dubai,12340.77,10975.373986
3392,Abu Dhabi,12338.84,10975.373986
2038,Dubai,12338.73,10975.373986
4368,Dubai,12332.99,10975.373986
1997,Dubai,12330.97,10975.373986
423,Abu Dhabi,12329.29,10975.373986
4851,Abu Dhabi,12329.10,10975.373986
872,Dubai,12328.84,10975.373986
4740,Dubai,12327.26,10975.373986
799,Dubai,12325.48,10975.373986
3400,Abu Dhabi,12325.20,10975.373986
574,Abu Dhabi,12323.81,10975.373986
4176,Dubai,12323.70,10975.373986
2028,Abu Dhabi,12320.41,10975.373986
3707,Abu Dhabi,12318.76,10975.373986
4030,Sharjah,12317.90,10975.373986
2523,Dubai,12317.41,10975.373986
199,Dubai,12317.38,10975.373986
4904,Dubai,12316.91,10975.373986
4518,Abu Dhabi,12316.59,10975.373986
2825,Dubai,12316.37,10975.373986
185,Abu Dhabi,12315.64,10975.373986
3961,Sharjah,12315.22,10975.373986
4188,Abu Dhabi,12314.52,10975.373986
1766,Abu Dhabi,12313.95,10975.373986
47,Sharjah,12312.03,10975.373986
2775,Abu Dhabi,12311.84,10975.373986
3148,Dubai,12311.26,10975.373986
2446,Abu Dhabi,12310.07,10975.373986
3221,Dubai,12309.61,10975.373986
1131,Dubai,12309.08,10975.373986
4006,Abu Dhabi,12308.64,10975.373986
2592,Dubai,12306.06,10975.373986
4238,Dubai,12304.01,10975.373986
862,Dubai,12300.91,10975.373986
1434,Abu Dhabi,12298.74,10975.373986
3436,Sharjah,12298.56,10975.373986
3340,Sharjah,12297.03,10975.373986
495,Sharjah,12296.04,10975.373986
3792,Abu Dhabi,12294.09,10975.373986
4492,Dubai,12293.82,10975.373986
166,Dubai,12292.93,10975.373986
4191,Dubai,12290.15,10975.373986
800,Sharjah,12288.92,10975.373986
1251,Dubai,12287.75,10975.373986
621,Dubai,12287.03,10975.373986
801,Dubai,12286.04,10975.373986
939,Dubai,12285.32,10975.373986
3863,Abu Dhabi,12283.86,10975.373986
152,Dubai,12282.77,10975.373986
4461,Sharjah,12282.63,10975.373986
4111,Dubai,12281.68,10975.373986
1214,Dubai,12280.98,10975.373986
786,Abu Dhabi,12279.78,10975.373986
279,Dubai,12279.24,10975.373986
25,Abu Dhabi,12278.50,10975.373986
1369,Abu Dhabi,12277.85,10975.373986
1602,Dubai,12277.40,10975.373986
288,Dubai,12274.09,10975.373986
3611,Abu Dhabi,12273.73,10975.373986
3989,Abu Dhabi,12272.73,10975.373986
2508,Dubai,12272.52,10975.373986
1364,Dubai,12271.75,10975.373986
3163,Sharjah,12271.66,10975.373986
4249,Dubai,12271.24,10975.373986
353,Dubai,12270.23,10975.373986
4283,Dubai,12269.76,10975.373986
2157,Dubai,12268.28,10975.373986
3026,Dubai,12268.19,10975.373986
684,Dubai,12267.11,10975.373986
1076,Dubai,12264.76,10975.373986
2057,Sharjah,12264.68,10975.373986
4479,Abu Dhabi,12262.91,10975.373986
87,Dubai,12261.54,10975.373986
74,Abu Dhabi,12259.60,10975.373986
1866,Sharjah,12259.28,10975.373986
679,Dubai,12254.83,10975.373986
3546,Abu Dhabi,12252.88,10975.373986
984,Dubai,12251.80,10975.373986
4458,Abu Dhabi,12251.29,10975.373986
1985,Dubai,12251.09,10975.373986
1421,Dubai,12250.86,10975.373986
859,Abu Dhabi,12250.51,10975.373986
4721,Dubai,12250.07,10975.373986
2962,Dubai,12248.94,10975.373986
2127,Dubai,12248.57,10975.373986
4928,Dubai,12248.45,10975.373986
3920,Dubai,12243.22,10975.373986
3774,Dubai,12241.76,10975.373986
2692,Sharjah,12240.77,10975.373986
365,Abu Dhabi,12240.38,10975.373986
1363,Dubai,12240.28,10975.373986
648,Abu Dhabi,12239.42,10975.373986
3038,Dubai,12238.11,10975.373986
401,Abu Dhabi,12236.05,10975.373986
1687,Dubai,12233.36,10975.373986
2262,Dubai,12230.95,10975.373986
4177,Abu Dhabi,12220.80,10975.373986
1986,Abu Dhabi,12220.79,10975.373986
284,Abu Dhabi,12220.00,10975.373986
1459,Dubai,12218.67,10975.373986
1664,Abu Dhabi,12217.59,10975.373986
841,Abu Dhabi,12217.19,10975.373986
203,Dubai,12216.64,10975.373986
4677,Dubai,12215.76,10975.373986
666,Sharjah,12215.34,10975.373986
3056,Dubai,12214.12,10975.373986
3461,Dubai,12213.45,10975.373986
3318,Dubai,12212.21,10975.373986
988,Dubai,12209.24,10975.373986
2569,Dubai,12208.78,10975.373986
12,Sharjah,12208.38,10975.373986
3090,Dubai,12207.62,10975.373986
3246,Sharjah,12206.66,10975.373986
169,Dubai,12206.33,10975.373986
1170,Abu Dhabi,12206.00,10975.373986
2673,Sharjah,12204.61,10975.373986
2487,Abu Dhabi,12203.70,10975.373986
677,Dubai,12203.53,10975.373986
3959,Abu Dhabi,12196.01,10975.373986
4323,Abu Dhabi,12194.30,10975.373986
3114,Dubai,12192.98,10975.373986
3783,Dubai,12192.20,10975.373986
2477,Dubai,12191.98,10975.373986
1377,Dubai,12190.17,10975.373986
4296,Sharjah,12188.95,10975.373986
268,Dubai,12184.83,10975.373986
4946,Dubai,12184.19,10975.373986
688,Dubai,12183.86,10975.373986
1449,Dubai,12183.78,10975.373986
4539,Dubai,12183.74,10975.373986
2061,Dubai,12181.59,10975.373986
3162,Abu Dhabi,12181.35,10975.373986
3465,Sharjah,12180.88,10975.373986
4011,Dubai,12180.65,10975.373986
2194,Sharjah,12178.67,10975.373986
4410,Dubai,12177.19,10975.373986
68,Sharjah,12176.96,10975.373986
1027,Sharjah,12175.30,10975.373986
239,Dubai,12174.78,10975.373986
3391,Sharjah,12174.50,10975.373986
503,Dubai,12174.05,10975.373986
2838,Sharjah,12171.84,10975.373986
2903,Sharjah,12171.46,10975.373986
949,Sharjah,12170.18,10975.373986
2363,Sharjah,12169.05,10975.373986
3840,Dubai,12169.02,10975.373986
1829,Sharjah,12165.85,10975.373986
2688,Abu Dhabi,12165.82,10975.373986
3002,Dubai,12164.80,10975.373986
4187,Abu Dhabi,12163.44,10975.373986
1282,Abu Dhabi,12163.28,10975.373986
2128,Abu Dhabi,12159.39,10975.373986
1193,Abu Dhabi,12158.60,10975.373986
342,Dubai,12158.51,10975.373986
3081,Abu Dhabi,12158.16,10975.373986
2575,Dubai,12157.93,10975.373986
1066,Abu Dhabi,12157.44,10975.373986
218,Dubai,12156.52,10975.373986
2240,Sharjah,12156.29,10975.373986
3498,Dubai,12155.64,10975.373986
4247,Dubai,12154.77,10975.373986
4886,Abu Dhabi,12153.76,10975.373986
1753,Dubai,12152.86,10975.373986
3738,Abu Dhabi,12152.49,10975.373986
1536,Abu Dhabi,12150.86,10975.373986
83,Dubai,12149.71,10975.373986
1848,Dubai,12148.31,10975.373986
1581,Dubai,12145.08,10975.373986
4268,Dubai,12143.69,10975.373986
599,Sharjah,12142.19,10975.373986
4462,Dubai,12141.40,10975.373986
1352,Abu Dhabi,12140.47,10975.373986
1727,Sharjah,12137.47,10975.373986
2205,Dubai,12136.50,10975.373986
1500,Sharjah,12135.43,10975.373986
1247,Sharjah,12133.73,10975.373986
2007,Sharjah,12132.08,10975.373986
4446,Dubai,12131.91,10975.373986
2465,Sharjah,12131.10,10975.373986
1757,Dubai,12129.52,10975.373986
2573,Sharjah,12129.27,10975.373986
92,Abu Dhabi,12119.83,10975.373986
4895,Dubai,12116.24,10975.373986
1531,Dubai,12115.57,10975.373986
2677,Dubai,12114.29,10975.373986
2905,Dubai,12109.15,10975.373986
2603,Dubai,12108.73,10975.373986
2691,Abu Dhabi,12105.86,10975.373986
2708,Dubai,12105.20,10975.373986
4594,Dubai,12103.45,10975.373986
3420,Abu Dhabi,12102.88,10975.373986
241,Abu Dhabi,12098.05,10975.373986
2079,Sharjah,12097.77,10975.373986
1385,Dubai,12096.61,10975.373986
2361,Dubai,12095.42,10975.373986
968,Dubai,12092.53,10975.373986
1206,Abu Dhabi,12091.75,10975.373986
994,Sharjah,12091.46,10975.373986
3346,Dubai,12091.42,10975.373986
4282,Abu Dhabi,12088.92,10975.373986
3749,Dubai,12088.66,10975.373986
4411,Abu Dhabi,12086.89,10975.373986
1975,Abu Dhabi,12085.14,10975.373986
3445,Dubai,12085.10,10975.373986
3215,Dubai,12082.96,10975.373986
4827,Abu Dhabi,12082.86,10975.373986
4392,Dubai,12078.58,10975.373986
4412,Dubai,12078.00,10975.373986
3118,Abu Dhabi,12077.76,10975.373986
2805,Sharjah,12077.29,10975.373986
2182,Dubai,12076.89,10975.373986
1809,Sharjah,12075.94,10975.373986
436,Abu Dhabi,12075.19,10975.373986
1830,Dubai,12073.54,10975.373986
3772,Sharjah,12072.88,10975.373986
4415,Abu Dhabi,12072.17,10975.373986
3711,Abu Dhabi,12071.60,10975.373986
4791,Dubai,12069.84,10975.373986
1652,Dubai,12069.04,10975.373986
3778,Abu Dhabi,12068.57,10975.373986
4375,Dubai,12066.74,10975.373986
1553,Abu Dhabi,12065.43,10975.373986
3644,Abu Dhabi,12064.14,10975.373986
2143,Sharjah,12063.29,10975.373986
271,Abu Dhabi,12061.97,10975.373986
1522,Sharjah,12056.04,10975.373986
2621,Dubai,12055.68,10975.373986
3421,Abu Dhabi,12054.66,10975.373986
567,Sharjah,12053.15,10975.373986
2018,Dubai,12051.98,10975.373986
2856,Abu Dhabi,12051.17,10975.373986
3478,Sharjah,12049.86,10975.373986
4647,Sharjah,12046.55,10975.373986
3028,Dubai,12046.52,10975.373986
3283,Abu Dhabi,12045.33,10975.373986
4009,Dubai,12043.92,10975.373986
969,Abu Dhabi,12042.97,10975.373986
1044,Dubai,12041.10,10975.373986
3049,Dubai,12040.57,10975.373986
4816,Dubai,12038.87,10975.373986
2348,Abu Dhabi,12034.97,10975.373986
2485,Abu Dhabi,12034.59,10975.373986
3395,Dubai,12034.31,10975.373986
3557,Abu Dhabi,12031.46,10975.373986
2902,Dubai,12029.90,10975.373986
236,Abu Dhabi,12029.44,10975.373986
381,Abu Dhabi,12028.55,10975.373986
54,Dubai,12028.39,10975.373986
827,Dubai,12027.94,10975.373986
1398,Sharjah,12027.92,10975.373986
4431,Abu Dhabi,12027.70,10975.373986
820,Abu Dhabi,12027.27,10975.373986
1639,Abu Dhabi,12023.33,10975.373986
1690,Sharjah,12021.98,10975.373986
644,Dubai,12021.80,10975.373986
362,Sharjah,12020.53,10975.373986
4547,Dubai,12019.80,10975.373986
