cust_id,city,total_spend,spend_tier
2300,Dubai,12862.28,Medium
3844,Dubai,12860.92,Medium
2400,Dubai,12860.35,Medium
915,Sharjah,12857.70,Medium
1955,Dubai,12856.28,Medium
2121,Dubai,12852.82,Medium
3235,Dubai,12852.78,Medium
2072,Abu Dhabi,12852.45,Medium
1233,Abu Dhabi,12849.80,Medium
1411,Dubai,12849.44,Medium
472,Abu Dhabi,12846.43,Medium
1586,Sharjah,12844.80,Medium
1266,Dubai,12843.61,Medium
3042,Dubai,12843.52,Medium
805,Dubai,12843.34,Medium
1786,Sharjah,12840.67,Medium
2303,Dubai,12836.22,Medium
2099,Sharjah,12834.98,Medium
3211,Dubai,12831.71,Medium
3363,Sharjah,12831.21,Medium
971,Sharjah,12828.35,Medium
1933,Abu Dhabi,12826.96,Medium
4036,Sharjah,12819.58,Medium
425,Abu Dhabi,12818.92,Medium
2650,Abu Dhabi,12816.61,Medium
2269,Abu Dhabi,12815.60,Medium
4891,Abu Dhabi,12815.44,Medium
1784,Dubai,12814.76,Medium
1201,Sharjah,12814.63,Medium
445,Dubai,12814.45,Medium
772,Dubai,12810.49,Medium
3492,Sharjah,12808.56,Medium
1655,Dubai,12807.19,Medium
2759,Dubai,12805.67,Medium
2983,Dubai,12804.88,Medium
1611,Abu Dhabi,12801.32,Medium
706,Dubai,12800.61,Medium
4265,Abu Dhabi,12797.29,Medium
4538,Dubai,12796.25,Medium
2393,Abu Dhabi,12789.81,Medium
2594,Dubai,12788.67,Medium
711,Sharjah,12786.61,Medium
84,Sharjah,12784.46,Medium
3603,Dubai,12781.07,Medium
3715,Dubai,12780.64,Medium
4848,Dubai,12780.02,Medium
2341,Sharjah,12779.64,Medium
2016,Abu Dhabi,12778.49,Medium
3995,Sharjah,12778.46,Medium
1293,Dubai,12774.98,Medium
2123,Sharjah,12774.76,Medium
1172,Abu Dhabi,12772.64,Medium
1958,Dubai,12772.44,Medium
4504,Sharjah,12772.43,Medium
380,Dubai,12771.26,Medium
3563,Abu Dhabi,12767.18,Medium
2868,Sharjah,12765.31,Medium
4057,Dubai,12763.67,Medium
4954,Abu Dhabi,12763.03,Medium
4649,Dubai,12762.90,Medium
3234,Dubai,12761.84,Medium
2275,Dubai,12758.86,Medium
1295,Dubai,12757.47,Medium
458,Dubai,12756.49,Medium
4376,Abu Dhabi,12752.62,Medium
952,Dubai,12751.23,Medium
1226,Dubai,12750.60,Medium
2248,Abu Dhabi,12750.53,Medium
2652,Abu Dhabi,12749.75,Medium
2682,Sharjah,12749.43,Medium
1425,Sharjah,12744.46,Medium
1432,Abu Dhabi,12741.17,Medium
262,Dubai,12738.79,Medium
1890,Dubai,12737.60,Medium
4425,Dubai,12736.45,Medium
1297,Sharjah,12733.44,Medium
4521,Dubai,12730.85,Medium
822,Dubai,12729.04,Medium
4130,Dubai,12724.90,Medium
4098,Dubai,12724.75,Medium
3483,Dubai,12722.11,Medium
466,Dubai,12719.09,Medium
143,Abu Dhabi,12713.07,Medium
4270,Dubai,12712.15,Medium
1475,Abu Dhabi,12711.20,Medium
3793,Dubai,12709.19,Medium
4287,Sharjah,12707.34,Medium
4929,Dubai,12700.93,Medium
2938,Sharjah,12700.83,Medium
4421,Dubai,12694.20,Medium
2953,Abu Dhabi,12693.23,Medium
1715,Dubai,12693.05,Medium
3909,Abu Dhabi,12692.68,Medium
962,Sharjah,12691.68,Medium
2315,Dubai,12687.91,Medium
926,Dubai,12686.54,Medium
3587,Dubai,12685.93,Medium
1654,Sharjah,12684.11,Medium
4047,Dubai,12682.25,Medium
1961,Sharjah,12679.36,Medium
2584,Abu Dhabi,12677.17,Medium
1308,Abu Dhabi,12674.17,Medium
1675,Dubai,12673.19,Medium
206,Dubai,12671.07,Medium
615,Sharjah,12671.06,Medium
3275,Abu Dhabi,12670.55,Medium
4224,Dubai,12667.18,Medium
4293,Abu Dhabi,12666.32,Medium
4041,Dubai,12664.43,Medium
2815,Sharjah,12664.02,Medium
3673,Abu Dhabi,12662.67,Medium
3682,Abu Dhabi,12661.34,Medium
2820,Dubai,12658.44,Medium
2251,Dubai,12657.42,Medium
3809,Dubai,12656.81,Medium
2011,Sharjah,12655.84,Medium
694,Abu Dhabi,12654.88,Medium
302,Dubai,12652.50,Medium
1300,Sharjah,12650.29,Medium
4496,Dubai,12647.51,Medium
3257,Dubai,12645.16,Medium
4626,Sharjah,12640.82,Medium
4013,Abu Dhabi,12640.78,Medium
3487,Dubai,12639.08,Medium
1525,Dubai,12638.44,Medium
2734,Dubai,12637.55,Medium
4055,Sharjah,12636.50,Medium
4910,Dubai,12635.93,Medium
426,Dubai,12633.80,Medium
1225,Dubai,12630.13,Medium
4760,Sharjah,12629.88,Medium
474,Sharjah,12629.19,Medium
4694,Sharjah,12627.47,Medium
2135,Abu Dhabi,12626.79,Medium
3980,Abu Dhabi,12625.34,Medium
3355,Dubai,12625.07,Medium
2649,Abu Dhabi,12623.41,Medium
1773,Dubai,12621.28,Medium
3127,Abu Dhabi,12620.50,Medium
921,Sharjah,12618.93,Medium
1054,Dubai,12618.88,Medium
1721,Dubai,12618.84,Medium
4021,Abu Dhabi,12617.26,Medium
2444,Dubai,12615.02,Medium
748,Sharjah,12611.35,Medium
965,Sharjah,12610.82,Medium
2027,Sharjah,12607.56,Medium
22,Sharjah,12607.41,Medium
2628,Abu Dhabi,12607.38,Medium
2667,Abu Dhabi,12604.51,Medium
2711,Abu Dhabi,12602.22,Medium
396,Dubai,12601.62,Medium
1761,Dubai,12600.96,Medium
1246,Dubai,12598.01,Medium
3442,Dubai,12593.20,Medium
1184,Dubai,12593.18,Medium
735,Abu Dhabi,12592.87,Medium
3493,Dubai,12592.69,Medium
2806,Dubai,12590.83,Medium
3593,Abu Dhabi,12590.49,Medium
4340,Sharjah,12589.92,Medium
1763,Dubai,12587.47,Medium
4640,Dubai,12586.81,Medium
3930,Dubai,12582.20,Medium
336,Dubai,12581.82,Medium
1882,Abu Dhabi,12580.69,Medium
310,Dubai,12580.09,Medium
1134,Dubai,12576.61,Medium
1817,Dubai,12573.92,Medium
389,Dubai,12572.76,Medium
3997,Dubai,12570.80,Medium
4589,Dubai,12569.34,Medium
3013,Abu Dhabi,12565.37,Medium
888,Dubai,12565.35,Medium
4201,Sharjah,12561.17,Medium
4897,Sharjah,12560.22,Medium
454,Sharjah,12559.65,Medium
1275,Sharjah,12557.82,Medium
3396,Sharjah,12557.01,Medium
419,Dubai,12554.16,Medium
3701,Dubai,12551.00,Medium
137,Dubai,12548.69,Medium
1635,Dubai,12548.23,Medium
1746,Abu Dhabi,12548.12,Medium
4437,Abu Dhabi,12547.35,Medium
2662,Dubai,12545.38,Medium
1408,Dubai,12544.76,Medium
3017,Dubai,12540.32,Medium
588,Abu Dhabi,12537.77,Medium
2410,Dubai,12534.73,Medium
252,Dubai,12534.33,Medium
3987,Sharjah,12532.77,Medium
3655,Dubai,12530.55,Medium
515,Dubai,12530.16,Medium
4660,Dubai,12529.72,Medium
344,Dubai,12529.43,Medium
3662,Abu Dhabi,12528.17,Medium
15,Abu Dhabi,12527.57,Medium
296,Dubai,12525.23,Medium
4511,Abu Dhabi,12524.51,Medium
2892,Dubai,12524.05,Medium
2238,Dubai,12521.13,Medium
1132,Sharjah,12520.38,Medium
1540,Abu Dhabi,12518.60,Medium
200,Dubai,12516.82,Medium
4979,Abu Dhabi,12516.79,Medium
1569,Dubai,12512.56,Medium
3341,Abu Dhabi,12510.39,Medium
831,Dubai,12509.53,Medium
1765,Dubai,12508.38,Medium
4179,Sharjah,12506.79,Medium
286,Dubai,12506.30,Medium
1906,Dubai,12505.96,Medium
903,Abu Dhabi,12505.79,Medium
370,Abu Dhabi,12500.50,Medium
4995,Abu Dhabi,12499.15,Medium
3216,Sharjah,12497.31,Medium
3896,Dubai,12496.67,Medium
129,Dubai,12496.61,Medium
1490,Dubai,12496.47,Medium
3803,Dubai,12495.20,Medium
4106,Dubai,12495.13,Medium
3764,Dubai,12493.60,Medium
233,Dubai,12492.05,Medium
3091,Abu Dhabi,12489.28,Medium
3432,Dubai,12489.20,Medium
876,Dubai,12488.10,Medium
3491,Dubai,12487.60,Medium
1935,Dubai,12487.30,Medium
3292,Sharjah,12485.07,Medium
3197,Dubai,12482.60,Medium
3999,Abu Dhabi,12480.30,Medium
1329,Dubai,12475.99,Medium
843,Dubai,12474.25,Medium
3155,Abu Dhabi,12474.00,Medium
433,Dubai,12471.41,Medium
2579,Abu Dhabi,12470.47,Medium
1683,Abu Dhabi,12469.10,Medium
1465,Dubai,12468.80,Medium
1257,Abu Dhabi,12468.56,Medium
3871,Abu Dhabi,12467.77,Medium
1284,Dubai,12467.67,Medium
118,Dubai,12467.34,Medium
3206,Sharjah,12466.12,Medium
2042,Dubai,12465.59,Medium
375,Sharjah,12464.08,Medium
55,Dubai,12461.10,Medium
4231,Dubai,12457.08,Medium
4988,Abu Dhabi,12456.73,Medium
4536,Abu Dhabi,12456.49,Medium
2781,Dubai,12456.02,Medium
1993,Dubai,12455.22,Medium
3086,Sharjah,12455.19,Medium
4432,Dubai,12454.33,Medium
2394,Dubai,12453.96,Medium
4148,Dubai,12453.02,Medium
3905,Dubai,12452.16,Medium
219,Sharjah,12450.82,Medium
2209,Abu Dhabi,12450.03,Medium
1520,Dubai,12448.57,Medium
852,Sharjah,12448.22,Medium
2737,Sharjah,12446.86,Medium
1334,Dubai,12446.44,Medium
4720,Sharjah,12442.73,Medium
3004,Abu Dhabi,12442.67,Medium
894,Dubai,12439.96,Medium
3623,Abu Dhabi,12439.62,Medium
3926,Sharjah,12438.51,Medium
1292,Dubai,12437.33,Medium
4267,Abu Dhabi,12436.60,Medium
2096,Dubai,12433.40,Medium
4070,Abu Dhabi,12432.88,Medium
3514,Abu Dhabi,12432.12,Medium
3925,Abu Dhabi,12430.63,Medium
2664,Dubai,12430.63,Medium
2173,Abu Dhabi,12429.97,Medium
1440,Sharjah,12429.46,Medium
3200,Dubai,12428.85,Medium
1780,Dubai,12428.31,Medium
1779,Dubai,12428.17,Medium
1595,Sharjah,12428.05,Medium
850,Dubai,12428.05,Medium
4460,Dubai,12424.98,Medium
2039,Dubai,12424.96,Medium
629,Dubai,12424.82,Medium
4341,Dubai,12423.91,Medium
4529,Abu Dhabi,12420.02,Medium
2552,Abu Dhabi,12419.78,Medium
3806,Sharjah,12419.73,Medium
650,Dubai,12417.84,Medium
1643,Dubai,12416.83,Medium
2242,Abu Dhabi,12416.01,Medium
1447,Sharjah,12415.09,Medium
201,Sharjah,12413.66,Medium
2610,Dubai,12413.47,Medium
3453,Abu Dhabi,12411.34,Medium
39,Abu Dhabi,12410.72,Medium
3175,Abu Dhabi,12409.60,Medium
3451,Sharjah,12407.77,Medium
4713,Abu Dhabi,12406.51,Medium
489,Dubai,12406.18,Medium
4593,Dubai,12403.39,Medium
4917,Abu Dhabi,12399.70,Medium
787,Abu Dhabi,12397.04,Medium
486,Dubai,12395.38,Medium
3836,Abu Dhabi,12394.86,Medium
3819,Abu Dhabi,12394.43,Medium
2642,Dubai,12393.03,Medium
2103,Dubai,12390.13,Medium
1743,Sharjah,12388.36,Medium
1847,Dubai,12387.58,Medium
2054,Abu Dhabi,12387.25,Medium
3462,Dubai,12385.97,Medium
4756,Sharjah,12385.80,Medium
4537,Sharjah,12385.72,Medium
4836,Dubai,12385.58,Medium
2188,Dubai,12382.38,Medium
1696,Abu Dhabi,12381.96,Medium
1403,Abu Dhabi,12380.68,Medium
4801,Dubai,12380.24,Medium
1734,Dubai,12378.17,Medium
421,Sharjah,12377.31,Medium
2347,Dubai,12377.13,Medium
2316,Dubai,12375.98,Medium
4228,Sharjah,12374.87,Medium
1712,Abu Dhabi,12374.28,Medium
3854,Dubai,12373.81,Medium
1406,Abu Dhabi,12370.25,Medium
2979,Abu Dhabi,12367.57,Medium
3342,Sharjah,12366.56,Medium
1502,Abu Dhabi,12366.37,Medium
4858,Sharjah,12362.33,Medium
4497,Abu Dhabi,12360.56,Medium
94,Abu Dhabi,12358.42,Medium
1320,Dubai,12357.78,Medium
4599,Dubai,12357.16,Medium
3986,Dubai,12355.91,Medium
1578,Dubai,12352.12,Medium
2989,Sharjah,12351.34,Medium
4865,Dubai,12349.97,Medium
3849,Abu Dhabi,12349.72,Medium
2755,Dubai,12349.41,Medium
1210,Dubai,12347.10,Medium
3296,Dubai,12346.92,Medium
624,Dubai,12345.65,Medium
3411,Dubai,12345.61,Medium
3107,Dubai,12342.38,Medium
156,Abu Dhabi,12341.82,Medium
4629,Dubai,12340.77,Medium
3392,Abu Dhabi,12338.84,Medium
2038,Dubai,12338.73,Medium
4368,Dubai,12332.99,Medium
1997,Dubai,12330.97,Medium
423,Abu Dhabi,12329.29,Medium
4851,Abu Dhabi,12329.10,Medium
872,Dubai,12328.84,Medium
4740,Dubai,12327.26,Medium
799,Dubai,12325.48,Medium
3400,Abu Dhabi,12325.20,Medium
574,Abu Dhabi,12323.81,Medium
4176,Dubai,12323.70,Medium
2028,Abu Dhabi,12320.41,Medium
3707,Abu Dhabi,12318.76,Medium
4030,Sharjah,12317.90,Medium
2523,Dubai,12317.41,Medium
199,Dubai,12317.38,Medium
4904,Dubai,12316.91,Medium
4518,Abu Dhabi,12316.59,Medium
2825,Dubai,12316.37,Medium
185,Abu Dhabi,12315.64,Medium
3961,Sharjah,12315.22,Medium
4188,Abu Dhabi,12314.52,Medium
1766,Abu Dhabi,12313.95,Medium
47,Sharjah,12312.03,Medium
2775,Abu Dhabi,12311.84,Medium
3148,Dubai,12311.26,Medium
2446,Abu Dhabi,12310.07,Medium
3221,Dubai,12309.61,Medium
1131,Dubai,12309.08,Medium
4006,Abu Dhabi,12308.64,Medium
2592,Dubai,12306.06,Medium
4238,Dubai,12304.01,Medium
862,Dubai,12300.91,Medium
1434,Abu Dhabi,12298.74,Medium
3436,Sharjah,12298.56,Medium
3340,Sharjah,12297.03,Medium
495,Sharjah,12296.04,Medium
3792,Abu Dhabi,12294.09,Medium
4492,Dubai,12293.82,Medium
166,Dubai,12292.93,Medium
4191,Dubai,12290.15,Medium
800,Sharjah,12288.92,Medium
1251,Dubai,12287.75,Medium
621,Dubai,12287.03,Medium
801,Dubai,12286.04,Medium
939,Dubai,12285.32,Medium
3863,Abu Dhabi,12283.86,Medium
152,Dubai,12282.77,Medium
4461,Sharjah,12282.63,Medium
4111,Dubai,12281.68,Medium
1214,Dubai,12280.98,Medium
786,Abu Dhabi,12279.78,Medium
279,Dubai,12279.24,Medium
25,Abu Dhabi,12278.50,Medium
1369,Abu Dhabi,12277.85,Medium
1602,Dubai,12277.40,Medium
288,Dubai,12274.09,Medium
3611,Abu Dhabi,12273.73,Medium
3989,Abu Dhabi,12272.73,Medium
2508,Dubai,12272.52,Medium
1364,Dubai,12271.75,Medium
3163,Sharjah,12271.66,Medium
4249,Dubai,12271.24,Medium
353,Dubai,12270.23,Medium
4283,Dubai,12269.76,Medium
2157,Dubai,12268.28,Medium
3026,Dubai,12268.19,Medium
684,Dubai,12267.11,Medium
1076,Dubai,12264.76,Medium
2057,Sharjah,12264.68,Medium
4479,Abu Dhabi,12262.91,Medium
87,Dubai,12261.54,Medium
74,Abu Dhabi,12259.60,Medium
1866,Sharjah,12259.28,Medium
679,Dubai,12254.83,Medium
3546,Abu Dhabi,12252.88,Medium
984,Dubai,12251.80,Medium
4458,Abu Dhabi,12251.29,Medium
1985,Dubai,12251.09,Medium
1421,Dubai,12250.86,Medium
859,Abu Dhabi,12250.51,Medium
4721,Dubai,12250.07,Medium
2962,Dubai,12248.94,Medium
2127,Dubai,12248.57,Medium
4928,Dubai,12248.45,Medium
3920,Dubai,12243.22,Medium
3774,Dubai,12241.76,Medium
2692,Sharjah,12240.77,Medium
365,Abu Dhabi,12240.38,Medium
1363,Dubai,12240.28,Medium
648,Abu Dhabi,12239.42,Medium
3038,Dubai,12238.11,Medium
401,Abu Dhabi,12236.05,Medium
1687,Dubai,12233.36,Medium
2262,Dubai,12230.95,Medium
4177,Abu Dhabi,12220.80,Medium
1986,Abu Dhabi,12220.79,Medium
284,Abu Dhabi,12220.00,Medium
1459,Dubai,12218.67,Medium
1664,Abu Dhabi,12217.59,Medium
841,Abu Dhabi,12217.19,Medium
203,Dubai,12216.64,Medium
4677,Dubai,12215.76,Medium
666,Sharjah,12215.34,Medium
3056,Dubai,12214.12,Medium
3461,Dubai,12213.45,Medium
3318,Dubai,12212.21,Medium
988,Dubai,12209.24,Medium
2569,Dubai,12208.78,Medium
12,Sharjah,12208.38,Medium
3090,Dubai,12207.62,Medium
3246,Sharjah,12206.66,Medium
169,Dubai,12206.33,Medium
1170,Abu Dhabi,12206.00,Medium
2673,Sharjah,12204.61,Medium
2487,Abu Dhabi,12203.70,Medium
677,Dubai,12203.53,Medium
3959,Abu Dhabi,12196.01,Medium
4323,Abu Dhabi,12194.30,Medium
3114,Dubai,12192.98,Medium
3783,Dubai,12192.20,Medium
2477,Dubai,12191.98,Medium
1377,Dubai,12190.17,Medium
4296,Sharjah,12188.95,Medium
268,Dubai,12184.83,Medium
4946,Dubai,12184.19,Medium
688,Dubai,12183.86,Medium
1449,Dubai,12183.78,Medium
4539,Dubai,12183.74,Medium
2061,Dubai,12181.59,Medium
3162,Abu Dhabi,12181.35,Medium
3465,Sharjah,12180.88,Medium
4011,Dubai,12180.65,Medium
2194,Sharjah,12178.67,Medium
4410,Dubai,12177.19,Medium
68,Sharjah,12176.96,Medium
1027,Sharjah,12175.30,Medium
239,Dubai,12174.78,Medium
3391,Sharjah,12174.50,Medium
503,Dubai,12174.05,Medium
2838,Sharjah,12171.84,Medium
2903,Sharjah,12171.46,Medium
949,Sharjah,12170.18,Medium
2363,Sharjah,12169.05,Medium
3840,Dubai,12169.02,Medium
1829,Sharjah,12165.85,Medium
2688,Abu Dhabi,12165.82,Medium
3002,Dubai,12164.80,Medium
4187,Abu Dhabi,12163.44,Medium
1282,Abu Dhabi,12163.28,Medium
2128,Abu Dhabi,12159.39,Medium
1193,Abu Dhabi,12158.60,Medium
342,Dubai,12158.51,Medium
3081,Abu Dhabi,12158.16,Medium
2575,Dubai,12157.93,Medium
1066,Abu Dhabi,12157.44,Medium
218,Dubai,12156.52,Medium
2240,Sharjah,12156.29,Medium
3498,Dubai,12155.64,Medium
4247,Dubai,12154.77,Medium
4886,Abu Dhabi,12153.76,Medium
1753,Dubai,12152.86,Medium
3738,Abu Dhabi,12152.49,Medium
1536,Abu Dhabi,12150.86,Medium
83,Dubai,12149.71,Medium
1848,Dubai,12148.31,Medium
1581,Dubai,12145.08,Medium
4268,Dubai,12143.69,Medium
599,Sharjah,12142.19,Medium
4462,Dubai,12141.40,Medium
1352,Abu Dhabi,12140.47,Medium
1727,Sharjah,12137.47,Medium
2205,Dubai,12136.50,Medium
1500,Sharjah,12135.43,Medium
1247,Sharjah,12133.73,Medium
2007,Sharjah,12132.08,Medium
4446,Dubai,12131.91,Medium
2465,Sharjah,12131.10,Medium
1757,Dubai,12129.52,Medium
2573,Sharjah,12129.27,Medium
92,Abu Dhabi,12119.83,Medium
4895,Dubai,12116.24,Medium
1531,Dubai,12115.57,Medium
2677,Dubai,12114.29,Medium
2905,Dubai,12109.15,Medium
2603,Dubai,12108.73,Medium
2691,Abu Dhabi,12105.86,Medium
2708,Dubai,12105.20,Medium
4594,Dubai,12103.45,Medium
3420,Abu Dhabi,12102.88,Medium
241,Abu Dhabi,12098.05,Medium
2079,Sharjah,12097.77,Medium
1385,Dubai,12096.61,Medium
2361,Dubai,12095.42,Medium
968,Dubai,12092.53,Medium
1206,Abu Dhabi,12091.75,Medium
994,Sharjah,12091.46,Medium
3346,Dubai,12091.42,Medium
4282,Abu Dhabi,12088.92,Medium
3749,Dubai,12088.66,Medium
4411,Abu Dhabi,12086.89,Medium
1975,Abu Dhabi,12085.14,Medium
3445,Dubai,12085.10,Medium
3215,Dubai,12082.96,Medium
4827,Abu Dhabi,12082.86,Medium
4392,Dubai,12078.58,Medium
4412,Dubai,12078.00,Medium
3118,Abu Dhabi,12077.76,Medium
2805,Sharjah,12077.29,Medium
2182,Dubai,12076.89,Medium
1809,Sharjah,12075.94,Medium
436,Abu Dhabi,12075.19,Medium
1830,Dubai,12073.54,Medium
3772,Sharjah,12072.88,Medium
4415,Abu Dhabi,12072.17,Medium
3711,Abu Dhabi,12071.60,Medium
4791,Dubai,12069.84,Medium
1652,Dubai,12069.04,Medium
3778,Abu Dhabi,12068.57,Medium
4375,Dubai,12066.74,Medium
1553,Abu Dhabi,12065.43,Medium
3644,Abu Dhabi,12064.14,Medium
2143,Sharjah,12063.29,Medium
271,Abu Dhabi,12061.97,Medium
1522,Sharjah,12056.04,Medium
2621,Dubai,12055.68,Medium
3421,Abu Dhabi,12054.66,Medium
567,Sharjah,12053.15,Medium
2018,Dubai,12051.98,Medium
2856,Abu Dhabi,12051.17,Medium
3478,Sharjah,12049.86,Medium
4647,Sharjah,12046.55,Medium
3028,Dubai,12046.52,Medium
3283,Abu Dhabi,12045.33,Medium
4009,Dubai,12043.92,Medium
969,Abu Dhabi,12042.97,Medium
1044,Dubai,12041.10,Medium
3049,Dubai,12040.57,Medium
4816,Dubai,12038.87,Medium
2348,Abu Dhabi,12034.97,Medium
2485,Abu Dhabi,12034.59,Medium
3395,Dubai,12034.31,Medium
3557,Abu Dhabi,12031.46,Medium
2902,Dubai,12029.90,Medium
236,Abu Dhabi,12029.44,Medium
381,Abu Dhabi,12028.55,Medium
54,Dubai,12028.39,Medium
827,Dubai,12027.94,Medium
1398,Sharjah,12027.92,Medium
4431,Abu Dhabi,12027.70,Medium
820,Abu Dhabi,12027.27,Medium
1639,Abu Dhabi,12023.33,Medium
1690,Sharjah,12021.98,Medium
644,Dubai,12021.80,Medium
362,Sharjah,12020.53,Medium
4547,Dubai,12019.80,Medium
1353,Dubai,12017.00,Medium
3181,Dubai,12016.68,Medium
3353,Dubai,12013.43,Medium
1921,Dubai,12011.57,Medium
334,Dubai,12009.44,Medium
2823,Abu Dhabi,12008.93,Medium
769,Dubai,12006.49,Medium
4167,Dubai,12006.41,Medium
661,Sharjah,12003.76,Medium
2808,Dubai,12000.05,Medium
1494,Abu Dhabi,11999.13,Medium
300,Dubai,11997.16,Medium
1301,Dubai,11994.01,Medium
758,Dubai,11993.86,Medium
2122,Abu Dhabi,11991.95,Medium
2797,Abu Dhabi,11990.38,Medium
2520,Abu Dhabi,11989.56,Medium
1368,Dubai,11988.38,Medium
3110,Dubai,11986.17,Medium
2582,Dubai,11986.16,Medium
1960,Abu Dhabi,11985.07,Medium
127,Dubai,11983.27,Medium
2852,Dubai,11982.47,Medium
3210,Abu Dhabi,11982.21,Medium
835,Dubai,11981.32,Medium
1341,Dubai,11979.18,Medium
2624,Dubai,11978.27,Medium
3716,Dubai,11978.01,Medium
1163,Dubai,11977.07,Medium
4483,Sharjah,11976.06,Medium
651,Dubai,11975.17,Medium
4913,Dubai,11973.43,Medium
4553,Dubai,11972.75,Medium
4977,Sharjah,11972.07,Medium
17,Sharjah,11971.82,Medium
1287,Dubai,11971.15,Medium
4805,Dubai,11970.51,Medium
2043,Abu Dhabi,11970.17,Medium
3617,Abu Dhabi,11969.62,Medium
4983,Dubai,11968.34,Medium
3327,Abu Dhabi,11967.12,Medium
2906,Sharjah,11965.37,Medium
3321,Dubai,11963.32,Medium
4038,Sharjah,11962.92,Medium
60,Dubai,11961.66,Medium
4329,Dubai,11959.69,Medium
2081,Sharjah,11959.14,Medium
4168,Dubai,11959.00,Medium
4703,Abu Dhabi,11958.52,Medium
731,Dubai,11958.42,Medium
2208,Sharjah,11957.45,Medium
4876,Dubai,11956.73,Medium
2762,Sharjah,11956.57,Medium
223,Dubai,11956.16,Medium
507,Abu Dhabi,11953.49,Medium
4786,Abu Dhabi,11953.49,Medium
3572,Sharjah,11953.34,Medium
352,Dubai,11951.86,Medium
4655,Dubai,11951.29,Medium
3348,Sharjah,11949.79,Medium
2598,Sharjah,11948.05,Medium
1078,Sharjah,11947.68,Medium
3303,Abu Dhabi,11946.87,Medium
1474,Abu Dhabi,11946.46,Medium
1729,Abu Dhabi,11945.86,Medium
1365,Abu Dhabi,11945.77,Medium
2176,Dubai,11945.40,Medium
1850,Dubai,11945.02,Medium
3645,Abu Dhabi,11943.73,Medium
3390,Sharjah,11943.33,Medium
2424,Abu Dhabi,11943.33,Medium
527,Dubai,11942.71,Medium
880,Sharjah,11942.49,Medium
4065,Dubai,11941.96,Medium
2980,Dubai,11940.84,Medium
991,Dubai,11939.15,Medium
3488,Dubai,11939.14,Medium
2086,Dubai,11938.11,Medium
4173,Abu Dhabi,11937.62,Medium
611,Dubai,11937.36,Medium
231,Abu Dhabi,11937.25,Medium
3583,Dubai,11937.13,Medium
3330,Sharjah,11937.10,Medium
2470,Abu Dhabi,11936.07,Medium
3839,Abu Dhabi,11935.39,Medium
4373,Dubai,11935.26,Medium
3140,Dubai,11935.17,Medium
4180,Abu Dhabi,11932.28,Medium
4193,Dubai,11932.08,Medium
136,Dubai,11929.84,Medium
3696,Dubai,11928.93,Medium
2407,Dubai,11927.15,Medium
811,Abu Dhabi,11922.64,Medium
618,Sharjah,11922.31,Medium
2898,Sharjah,11921.72,Medium
712,Sharjah,11918.60,Medium
2266,Dubai,11918.26,Medium
649,Dubai,11918.18,Medium
2670,Sharjah,11914.89,Medium
4854,Dubai,11914.82,Medium
2824,Dubai,11912.04,Medium
2462,Dubai,11911.42,Medium
3365,Sharjah,11910.74,Medium
4828,Abu Dhabi,11910.54,Medium
2622,Dubai,11910.20,Medium
3202,Abu Dhabi,11909.23,Medium
1208,Abu Dhabi,11909.23,Medium
4576,Abu Dhabi,11903.70,Medium
3089,Dubai,11902.14,Medium
955,Sharjah,11902.00,Medium
825,Sharjah,11898.04,Medium
1938,Dubai,11897.78,Medium
3266,Sharjah,11897.36,Medium
1694,Dubai,11896.86,Medium
4508,Sharjah,11896.73,Medium
1507,Dubai,11896.46,Medium
3642,Dubai,11896.19,Medium
468,Dubai,11895.24,Medium
3324,Dubai,11893.99,Medium
2614,Dubai,11891.76,Medium
1853,Dubai,11891.53,Medium
2469,Abu Dhabi,11891.23,Medium
2910,Dubai,11890.28,Medium
2840,Abu Dhabi,11888.28,Medium
3134,Dubai,11887.78,Medium
463,Sharjah,11887.26,Medium
854,Sharjah,11885.87,Medium
4648,Dubai,11885.02,Medium
2212,Sharjah,11883.99,Medium
2397,Dubai,11883.62,Medium
1534,Dubai,11883.16,Medium
4197,Dubai,11877.84,Medium
147,Dubai,11877.51,Medium
4213,Dubai,11876.23,Medium
2409,Dubai,11876.21,Medium
4122,Sharjah,11874.30,Medium
3735,Sharjah,11869.09,Medium
2839,Dubai,11868.93,Medium
2793,Abu Dhabi,11868.50,Medium
213,Dubai,11867.66,Medium
214,Dubai,11866.20,Medium
1984,Abu Dhabi,11864.52,Medium
4960,Sharjah,11864.43,Medium
1062,Dubai,11864.39,Medium
858,Abu Dhabi,11864.17,Medium
4597,Abu Dhabi,11860.86,Medium
4110,Sharjah,11857.35,Medium
3289,Dubai,11857.02,Medium
1197,Sharjah,11854.79,Medium
4244,Dubai,11852.37,Medium
3512,Dubai,11851.71,Medium
3139,Abu Dhabi,11850.65,Medium
2089,Dubai,11850.54,Medium
4043,Sharjah,11847.87,Medium
1230,Dubai,11847.34,Medium
1000,Dubai,11847.27,Medium
481,Abu Dhabi,11847.03,Medium
911,Abu Dhabi,11846.98,Medium
561,Sharjah,11846.78,Medium
51,Dubai,11846.69,Medium
4887,Dubai,11845.09,Medium
3598,Abu Dhabi,11844.17,Medium
9,Dubai,11842.68,Medium
2416,Dubai,11842.28,Medium
734,Dubai,11841.55,Medium
1245,Dubai,11840.76,Medium
1100,Dubai,11840.64,Medium
