cohort_month,months_since_signup,cohort_size,retained_customers,retention_rate_pct
2022-05-01,11,86,73,84.88
2022-05-01,12,86,67,77.91
2022-05-01,13,86,68,79.07
2022-05-01,14,86,63,73.26
2022-05-01,15,86,64,74.42
2022-05-01,16,86,56,65.12
2022-05-01,17,86,59,68.60
2022-05-01,18,86,65,75.58
2022-05-01,19,86,71,82.56
2022-05-01,20,86,77,89.53
2022-05-01,21,86,71,82.56
2022-05-01,22,86,69,80.23
2022-05-01,23,86,69,80.23
2022-05-01,24,86,76,88.37
2022-05-01,25,86,69,80.23
2022-05-01,26,86,67,77.91
2022-05-01,27,86,76,88.37
2022-05-01,28,86,64,74.42
2022-05-01,29,86,69,80.23
2022-05-01,30,86,61,70.93
2022-05-01,31,86,76,88.37
2022-05-01,32,86,79,91.86
2022-05-01,33,86,74,86.05
2022-05-01,34,86,73,84.88
2022-05-01,35,86,49,56.98
2022-05-01,36,86,68,79.07
2022-05-01,37,86,75,87.21
2022-05-01,38,86,67,77.91
2022-05-01,39,86,65,75.58
2022-05-01,40,86,54,62.79
2022-05-01,41,86,60,69.77
2022-06-01,0,99,83,83.84
2022-06-01,1,99,88,88.89
2022-06-01,2,99,85,85.86
2022-06-01,3,99,69,69.70
2022-06-01,4,99,72,72.73
2022-06-01,5,99,70,70.71
2022-06-01,6,99,85,85.86
2022-06-01,7,99,84,84.85
2022-06-01,8,99,91,91.92
2022-06-01,9,99,70,70.71
2022-06-01,10,99,84,84.85
2022-06-01,11,99,83,83.84
2022-06-01,12,99,77,77.78
2022-06-01,13,99,83,83.84
2022-06-01,14,99,75,75.76
2022-06-01,15,99,69,69.70
2022-06-01,16,99,73,73.74
2022-06-01,17,99,62,62.63
2022-06-01,18,99,87,87.88
2022-06-01,19,99,91,91.92
2022-06-01,20,99,82,82.83
2022-06-01,21,99,84,84.85
2022-06-01,22,99,79,79.80
2022-06-01,23,99,80,80.81
2022-06-01,24,99,80,80.81
2022-06-01,25,99,79,79.80
2022-06-01,26,99,80,80.81
2022-06-01,27,99,64,64.65
2022-06-01,28,99,77,77.78
2022-06-01,29,99,75,75.76
2022-06-01,30,99,75,75.76
2022-06-01,31,99,88,88.89
2022-06-01,32,99,87,87.88
2022-06-01,33,99,84,84.85
2022-06-01,34,99,70,70.71
2022-06-01,35,99,82,82.83
2022-06-01,36,99,84,84.85
2022-06-01,37,99,81,81.82
2022-06-01,38,99,83,83.84
2022-06-01,39,99,75,75.76
2022-06-01,40,99,75,75.76
2022-07-01,0,106,85,80.19
2022-07-01,1,106,84,79.25
2022-07-01,2,106,72,67.92
2022-07-01,3,106,84,79.25
2022-07-01,4,106,77,72.64
2022-07-01,5,106,85,80.19
2022-07-01,6,106,93,87.74
2022-07-01,7,106,93,87.74
2022-07-01,8,106,84,79.25
2022-07-01,9,106,91,85.85
2022-07-01,10,106,78,73.58
2022-07-01,11,106,87,82.08
2022-07-01,12,106,87,82.08
2022-07-01,13,106,85,80.19
2022-07-01,14,106,72,67.92
2022-07-01,15,106,85,80.19
2022-07-01,16,106,74,69.81
2022-07-01,17,106,91,85.85
2022-07-01,18,106,95,89.62
2022-07-01,19,106,88,83.02
2022-07-01,20,106,83,78.30
2022-07-01,21,106,84,79.25
2022-07-01,22,106,87,82.08
2022-07-01,23,106,88,83.02
2022-07-01,24,106,85,80.19
2022-07-01,25,106,79,74.53
2022-07-01,26,106,79,74.53
2022-07-01,27,106,78,73.58
2022-07-01,28,106,72,67.92
2022-07-01,29,106,88,83.02
2022-07-01,30,106,94,88.68
2022-07-01,31,106,87,82.08
2022-07-01,32,106,89,83.96
2022-07-01,33,106,76,71.70
2022-07-01,34,106,94,88.68
2022-07-01,35,106,85,80.19
2022-07-01,36,106,84,79.25
2022-07-01,37,106,89,83.96
2022-07-01,38,106,77,72.64
2022-07-01,39,106,79,74.53
2022-08-01,0,70,57,81.43
2022-08-01,1,70,42,60.00
2022-08-01,2,70,51,72.86
2022-08-01,3,70,49,70.00
2022-08-01,4,70,57,81.43
2022-08-01,5,70,63,90.00
2022-08-01,6,70,60,85.71
2022-08-01,7,70,55,78.57
2022-08-01,8,70,57,81.43
2022-08-01,9,70,55,78.57
2022-08-01,10,70,64,91.43
2022-08-01,11,70,60,85.71
2022-08-01,12,70,53,75.71
2022-08-01,13,70,47,67.14
2022-08-01,14,70,51,72.86
2022-08-01,15,70,50,71.43
2022-08-01,16,70,61,87.14
2022-08-01,17,70,63,90.00
2022-08-01,18,70,58,82.86
2022-08-01,19,70,61,87.14
2022-08-01,20,70,52,74.29
2022-08-01,21,70,63,90.00
2022-08-01,22,70,52,74.29
2022-08-01,23,70,57,81.43
2022-08-01,24,70,60,85.71
2022-08-01,25,70,44,62.86
2022-08-01,26,70,49,70.00
2022-08-01,27,70,51,72.86
2022-08-01,28,70,52,74.29
2022-08-01,29,70,66,94.29
2022-08-01,30,70,64,91.43
2022-08-01,31,70,56,80.00
2022-08-01,32,70,48,68.57
2022-08-01,33,70,59,84.29
2022-08-01,34,70,58,82.86
2022-08-01,35,70,49,70.00
2022-08-01,36,70,60,85.71
2022-08-01,37,70,48,68.57
2022-08-01,38,70,55,78.57
2022-09-01,0,76,56,73.68
2022-09-01,1,76,50,65.79
2022-09-01,2,76,58,76.32
2022-09-01,3,76,64,84.21
2022-09-01,4,76,63,82.89
2022-09-01,5,76,63,82.89
2022-09-01,6,76,53,69.74
2022-09-01,7,76,65,85.53
2022-09-01,8,76,62,81.58
2022-09-01,9,76,63,82.89
2022-09-01,10,76,57,75.00
2022-09-01,11,76,63,82.89
2022-09-01,12,76,43,56.58
2022-09-01,13,76,52,68.42
2022-09-01,14,76,62,81.58
2022-09-01,15,76,63,82.89
2022-09-01,16,76,71,93.42
2022-09-01,17,76,64,84.21
2022-09-01,18,76,62,81.58
2022-09-01,19,76,58,76.32
2022-09-01,20,76,60,78.95
2022-09-01,21,76,69,90.79
2022-09-01,22,76,64,84.21
2022-09-01,23,76,65,85.53
2022-09-01,24,76,58,76.32
2022-09-01,25,76,59,77.63
2022-09-01,26,76,54,71.05
2022-09-01,27,76,63,82.89
2022-09-01,28,76,67,88.16
2022-09-01,29,76,63,82.89
2022-09-01,30,76,70,92.11
2022-09-01,31,76,54,71.05
2022-09-01,32,76,66,86.84
2022-09-01,33,76,67,88.16
2022-09-01,34,76,54,71.05
2022-09-01,35,76,65,85.53
2022-09-01,36,76,57,75.00
2022-09-01,37,76,54,71.05
2022-10-01,0,89,69,77.53
2022-10-01,1,89,64,71.91
2022-10-01,2,89,74,83.15
2022-10-01,3,89,83,93.26
2022-10-01,4,89,74,83.15
2022-10-01,5,89,70,78.65
2022-10-01,6,89,66,74.16
2022-10-01,7,89,70,78.65
2022-10-01,8,89,74,83.15
2022-10-01,9,89,71,79.78
2022-10-01,10,89,70,78.65
2022-10-01,11,89,67,75.28
2022-10-01,12,89,60,67.42
2022-10-01,13,89,68,76.40
2022-10-01,14,89,71,79.78
2022-10-01,15,89,79,88.76
2022-10-01,16,89,77,86.52
2022-10-01,17,89,74,83.15
2022-10-01,18,89,72,80.90
2022-10-01,19,89,72,80.90
2022-10-01,20,89,72,80.90
2022-10-01,21,89,68,76.40
2022-10-01,22,89,75,84.27
2022-10-01,23,89,61,68.54
2022-10-01,24,89,70,78.65
2022-10-01,25,89,52,58.43
2022-10-01,26,89,70,78.65
2022-10-01,27,89,77,86.52
2022-10-01,28,89,75,84.27
2022-10-01,29,89,77,86.52
2022-10-01,30,89,58,65.17
2022-10-01,31,89,80,89.89
2022-10-01,32,89,75,84.27
2022-10-01,33,89,71,79.78
2022-10-01,34,89,72,80.90
2022-10-01,35,89,69,77.53
2022-10-01,36,89,75,84.27
2022-11-01,0,74,54,72.97
2022-11-01,1,74,57,77.03
2022-11-01,2,74,65,87.84
2022-11-01,3,74,64,86.49
2022-11-01,4,74,60,81.08
2022-11-01,5,74,59,79.73
2022-11-01,6,74,58,78.38
2022-11-01,7,74,62,83.78
2022-11-01,8,74,64,86.49
2022-11-01,9,74,58,78.38
2022-11-01,10,74,50,67.57
2022-11-01,11,74,55,74.32
2022-11-01,12,74,53,71.62
2022-11-01,13,74,61,82.43
2022-11-01,14,74,63,85.14
2022-11-01,15,74,67,90.54
2022-11-01,16,74,57,77.03
2022-11-01,17,74,51,68.92
2022-11-01,18,74,59,79.73
2022-11-01,19,74,69,93.24
2022-11-01,20,74,58,78.38
2022-11-01,21,74,61,82.43
2022-11-01,22,74,54,72.97
2022-11-01,23,74,54,72.97
2022-11-01,24,74,56,75.68
2022-11-01,25,74,62,83.78
2022-11-01,26,74,68,91.89
2022-11-01,27,74,66,89.19
2022-11-01,28,74,67,90.54
2022-11-01,29,74,54,72.97
2022-11-01,30,74,63,85.14
2022-11-01,31,74,67,90.54
2022-11-01,32,74,56,75.68
2022-11-01,33,74,63,85.14
2022-11-01,34,74,56,75.68
2022-11-01,35,74,54,72.97
2022-12-01,0,78,63,80.77
2022-12-01,1,78,70,89.74
2022-12-01,2,78,67,85.90
2022-12-01,3,78,56,71.79
2022-12-01,4,78,63,80.77
2022-12-01,5,78,67,85.90
2022-12-01,6,78,67,85.90
2022-12-01,7,78,60,76.92
2022-12-01,8,78,63,80.77
2022-12-01,9,78,47,60.26
2022-12-01,10,78,55,70.51
2022-12-01,11,78,47,60.26
2022-12-01,12,78,65,83.33
2022-12-01,13,78,66,84.62
2022-12-01,14,78,64,82.05
2022-12-01,15,78,61,78.21
2022-12-01,16,78,61,78.21
2022-12-01,17,78,67,85.90
2022-12-01,18,78,66,84.62
2022-12-01,19,78,57,73.08
2022-12-01,20,78,68,87.18
2022-12-01,21,78,55,70.51
2022-12-01,22,78,56,71.79
2022-12-01,23,78,56,71.79
2022-12-01,24,78,62,79.49
2022-12-01,25,78,70,89.74
2022-12-01,26,78,69,88.46
2022-12-01,27,78,63,80.77
2022-12-01,28,78,58,74.36
2022-12-01,29,78,63,80.77
2022-12-01,30,78,62,79.49
2022-12-01,31,78,64,82.05
2022-12-01,32,78,65,83.33
2022-12-01,33,78,60,76.92
2022-12-01,34,78,58,74.36
2023-01-01,0,89,81,91.01
2023-01-01,1,89,77,86.52
2023-01-01,2,89,67,75.28
2023-01-01,3,89,75,84.27
2023-01-01,4,89,77,86.52
2023-01-01,5,89,75,84.27
2023-01-01,6,89,74,83.15
2023-01-01,7,89,74,83.15
2023-01-01,8,89,59,66.29
2023-01-01,9,89,67,75.28
2023-01-01,10,89,56,62.92
2023-01-01,11,89,64,71.91
2023-01-01,12,89,78,87.64
2023-01-01,13,89,77,86.52
2023-01-01,14,89,70,78.65
2023-01-01,15,89,66,74.16
2023-01-01,16,89,69,77.53
2023-01-01,17,89,75,84.27
2023-01-01,18,89,71,79.78
2023-01-01,19,89,72,80.90
2023-01-01,20,89,63,70.79
2023-01-01,21,89,56,62.92
2023-01-01,22,89,61,68.54
2023-01-01,23,89,72,80.90
2023-01-01,24,89,86,96.63
2023-01-01,25,89,81,91.01
2023-01-01,26,89,76,85.39
2023-01-01,27,89,70,78.65
2023-01-01,28,89,82,92.13
2023-01-01,29,89,79,88.76
2023-01-01,30,89,70,78.65
2023-01-01,31,89,65,73.03
2023-01-01,32,89,67,75.28
2023-01-01,33,89,66,74.16
2023-02-01,0,50,42,84.00
2023-02-01,1,50,39,78.00
2023-02-01,2,50,39,78.00
2023-02-01,3,50,43,86.00
2023-02-01,4,50,37,74.00
2023-02-01,5,50,40,80.00
2023-02-01,6,50,35,70.00
2023-02-01,7,50,42,84.00
2023-02-01,8,50,36,72.00
2023-02-01,9,50,39,78.00
2023-02-01,10,50,41,82.00
2023-02-01,11,50,48,96.00
2023-02-01,12,50,41,82.00
2023-02-01,13,50,35,70.00
2023-02-01,14,50,39,78.00
2023-02-01,15,50,43,86.00
2023-02-01,16,50,42,84.00
2023-02-01,17,50,46,92.00
2023-02-01,18,50,45,90.00
2023-02-01,19,50,37,74.00
2023-02-01,20,50,33,66.00
2023-02-01,21,50,41,82.00
2023-02-01,22,50,44,88.00
2023-02-01,23,50,47,94.00
2023-02-01,24,50,44,88.00
2023-02-01,25,50,42,84.00
2023-02-01,26,50,33,66.00
2023-02-01,27,50,42,84.00
2023-02-01,28,50,41,82.00
2023-02-01,29,50,40,80.00
2023-02-01,30,50,41,82.00
2023-02-01,31,50,27,54.00
2023-02-01,32,50,30,60.00
2023-03-01,0,93,69,74.19
2023-03-01,1,93,79,84.95
2023-03-01,2,93,79,84.95
2023-03-01,3,93,79,84.95
2023-03-01,4,93,77,82.80
2023-03-01,5,93,78,83.87
2023-03-01,6,93,69,74.19
2023-03-01,7,93,73,78.49
2023-03-01,8,93,67,72.04
2023-03-01,9,93,76,81.72
2023-03-01,10,93,79,84.95
2023-03-01,11,93,85,91.40
2023-03-01,12,93,79,84.95
2023-03-01,13,93,72,77.42
2023-03-01,14,93,82,88.17
2023-03-01,15,93,75,80.65
2023-03-01,16,93,74,79.57
2023-03-01,17,93,76,81.72
2023-03-01,18,93,64,68.82
2023-03-01,19,93,66,70.97
2023-03-01,20,93,76,81.72
2023-03-01,21,93,67,72.04
2023-03-01,22,93,85,91.40
2023-03-01,23,93,79,84.95
2023-03-01,24,93,84,90.32
2023-03-01,25,93,63,67.74
2023-03-01,26,93,83,89.25
2023-03-01,27,93,79,84.95
2023-03-01,28,93,73,78.49
2023-03-01,29,93,73,78.49
2023-03-01,30,93,62,66.67
2023-03-01,31,93,66,70.97
2023-04-01,0,87,64,73.56
2023-04-01,1,87,73,83.91
2023-04-01,2,87,74,85.06
2023-04-01,3,87,69,79.31
2023-04-01,4,87,64,73.56
2023-04-01,5,87,63,72.41
2023-04-01,6,87,65,74.71
2023-04-01,7,87,55,63.22
2023-04-01,8,87,70,80.46
2023-04-01,9,87,81,93.10
2023-04-01,10,87,78,89.66
2023-04-01,11,87,68,78.16
2023-04-01,12,87,73,83.91
2023-04-01,13,87,68,78.16
2023-04-01,14,87,72,82.76
2023-04-01,15,87,68,78.16
2023-04-01,16,87,73,83.91
2023-04-01,17,87,65,74.71
2023-04-01,18,87,61,70.11
2023-04-01,19,87,62,71.26
2023-04-01,20,87,69,79.31
2023-04-01,21,87,75,86.21
2023-04-01,22,87,69,79.31
2023-04-01,23,87,76,87.36
2023-04-01,24,87,62,71.26
2023-04-01,25,87,74,85.06
2023-04-01,26,87,79,90.80
2023-04-01,27,87,66,75.86
2023-04-01,28,87,75,86.21
2023-04-01,29,87,61,70.11
2023-04-01,30,87,59,67.82
2023-05-01,0,77,65,84.42
2023-05-01,1,77,67,87.01
2023-05-01,2,77,60,77.92
2023-05-01,3,77,60,77.92
2023-05-01,4,77,52,67.53
2023-05-01,5,77,58,75.32
2023-05-01,6,77,57,74.03
2023-05-01,7,77,58,75.32
2023-05-01,8,77,71,92.21
2023-05-01,9,77,66,85.71
2023-05-01,10,77,65,84.42
2023-05-01,11,77,66,85.71
2023-05-01,12,77,65,84.42
2023-05-01,13,77,68,88.31
2023-05-01,14,77,59,76.62
2023-05-01,15,77,62,80.52
2023-05-01,16,77,56,72.73
2023-05-01,17,77,55,71.43
2023-05-01,18,77,60,77.92
2023-05-01,19,77,64,83.12
2023-05-01,20,77,68,88.31
2023-05-01,21,77,64,83.12
2023-05-01,22,77,65,84.42
2023-05-01,23,77,51,66.23
2023-05-01,24,77,63,81.82
2023-05-01,25,77,70,90.91
2023-05-01,26,77,60,77.92
2023-05-01,27,77,60,77.92
2023-05-01,28,77,57,74.03
2023-05-01,29,77,59,76.62
2023-06-01,0,110,92,83.64
2023-06-01,1,110,92,83.64
2023-06-01,2,110,94,85.45
2023-06-01,3,110,77,70.00
2023-06-01,4,110,74,67.27
2023-06-01,5,110,66,60.00
2023-06-01,6,110,94,85.45
2023-06-01,7,110,99,90.00
2023-06-01,8,110,94,85.45
2023-06-01,9,110,89,80.91
2023-06-01,10,110,91,82.73
2023-06-01,11,110,93,84.55
2023-06-01,12,110,91,82.73
2023-06-01,13,110,87,79.09
2023-06-01,14,110,89,80.91
2023-06-01,15,110,80,72.73
2023-06-01,16,110,74,67.27
2023-06-01,17,110,83,75.45
2023-06-01,18,110,86,78.18
2023-06-01,19,110,100,90.91
2023-06-01,20,110,93,84.55
2023-06-01,21,110,96,87.27
2023-06-01,22,110,74,67.27
2023-06-01,23,110,89,80.91
2023-06-01,24,110,90,81.82
2023-06-01,25,110,93,84.55
2023-06-01,26,110,83,75.45
2023-06-01,27,110,73,66.36
2023-06-01,28,110,85,77.27
2023-07-01,0,90,70,77.78
2023-07-01,1,90,72,80.00
2023-07-01,2,90,61,67.78
2023-07-01,3,90,65,72.22
2023-07-01,4,90,61,67.78
2023-07-01,5,90,72,80.00
2023-07-01,6,90,85,94.44
2023-07-01,7,90,78,86.67
2023-07-01,8,90,67,74.44
2023-07-01,9,90,74,82.22
2023-07-01,10,90,75,83.33
2023-07-01,11,90,75,83.33
2023-07-01,12,90,71,78.89
2023-07-01,13,90,75,83.33
2023-07-01,14,90,60,66.67
2023-07-01,15,90,68,75.56
2023-07-01,16,90,73,81.11
2023-07-01,17,90,74,82.22
2023-07-01,18,90,84,93.33
2023-07-01,19,90,71,78.89
2023-07-01,20,90,75,83.33
2023-07-01,21,90,60,66.67
2023-07-01,22,90,72,80.00
2023-07-01,23,90,81,90.00
2023-07-01,24,90,73,81.11
2023-07-01,25,90,77,85.56
2023-07-01,26,90,67,74.44
2023-07-01,27,90,64,71.11
2023-08-01,0,91,76,83.52
2023-08-01,1,91,67,73.63
2023-08-01,2,91,65,71.43
2023-08-01,3,91,64,70.33
2023-08-01,4,91,78,85.71
2023-08-01,5,91,87,95.60
2023-08-01,6,91,74,81.32
2023-08-01,7,91,75,82.42
2023-08-01,8,91,69,75.82
2023-08-01,9,91,72,79.12
2023-08-01,10,91,80,87.91
2023-08-01,11,91,80,87.91
2023-08-01,12,91,76,83.52
2023-08-01,13,91,71,78.02
2023-08-01,14,91,64,70.33
2023-08-01,15,91,57,62.64
2023-08-01,16,91,69,75.82
2023-08-01,17,91,86,94.51
2023-08-01,18,91,78,85.71
2023-08-01,19,91,79,86.81
2023-08-01,20,91,62,68.13
2023-08-01,21,91,78,85.71
2023-08-01,22,91,76,83.52
2023-08-01,23,91,74,81.32
2023-08-01,24,91,74,81.32
2023-08-01,25,91,69,75.82
2023-08-01,26,91,63,69.23
2023-09-01,0,89,64,71.91
2023-09-01,1,89,63,70.79
2023-09-01,2,89,62,69.66
2023-09-01,3,89,73,82.02
2023-09-01,4,89,79,88.76
2023-09-01,5,89,78,87.64
2023-09-01,6,89,74,83.15
2023-09-01,7,89,74,83.15
2023-09-01,8,89,75,84.27
2023-09-01,9,89,68,76.40
2023-09-01,10,89,74,83.15
2023-09-01,11,89,72,80.90
2023-09-01,12,89,56,62.92
2023-09-01,13,89,63,70.79
2023-09-01,14,89,62,69.66
2023-09-01,15,89,67,75.28
2023-09-01,16,89,79,88.76
2023-09-01,17,89,75,84.27
2023-09-01,18,89,79,88.76
2023-09-01,19,89,60,67.42
2023-09-01,20,89,76,85.39
2023-09-01,21,89,71,79.78
2023-09-01,22,89,71,79.78
2023-09-01,23,89,72,80.90
2023-09-01,24,89,65,73.03
2023-09-01,25,89,63,70.79
2023-10-01,0,92,70,76.09
2023-10-01,1,92,66,71.74
2023-10-01,2,92,75,81.52
2023-10-01,3,92,81,88.04
2023-10-01,4,92,82,89.13
2023-10-01,5,92,77,83.70
2023-10-01,6,92,68,73.91
2023-10-01,7,92,84,91.30
2023-10-01,8,92,79,85.87
2023-10-01,9,92,77,83.70
2023-10-01,10,92,71,77.17
2023-10-01,11,92,65,70.65
2023-10-01,12,92,69,75.00
2023-10-01,13,92,70,76.09
2023-10-01,14,92,80,86.96
2023-10-01,15,92,83,90.22
2023-10-01,16,92,79,85.87
2023-10-01,17,92,80,86.96
2023-10-01,18,92,63,68.48
2023-10-01,19,92,83,90.22
2023-10-01,20,92,79,85.87
2023-10-01,21,92,74,80.43
2023-10-01,22,92,75,81.52
2023-10-01,23,92,57,61.96
2023-10-01,24,92,68,73.91
2023-11-01,0,88,72,81.82
2023-11-01,1,88,74,84.09
2023-11-01,2,88,80,90.91
2023-11-01,3,88,73,82.95
2023-11-01,4,88,68,77.27
2023-11-01,5,88,72,81.82
2023-11-01,6,88,77,87.50
2023-11-01,7,88,77,87.50
2023-11-01,8,88,74,84.09
2023-11-01,9,88,73,82.95
2023-11-01,10,88,55,62.50
2023-11-01,11,88,71,80.68
2023-11-01,12,88,59,67.05
2023-11-01,13,88,74,84.09
2023-11-01,14,88,78,88.64
2023-11-01,15,88,77,87.50
2023-11-01,16,88,72,81.82
2023-11-01,17,88,69,78.41
2023-11-01,18,88,74,84.09
2023-11-01,19,88,73,82.95
2023-11-01,20,88,72,81.82
2023-11-01,21,88,73,82.95
2023-11-01,22,88,61,69.32
2023-11-01,23,88,60,68.18
2023-12-01,0,96,77,80.21
2023-12-01,1,96,86,89.58
2023-12-01,2,96,86,89.58
2023-12-01,3,96,83,86.46
2023-12-01,4,96,78,81.25
2023-12-01,5,96,83,86.46
2023-12-01,6,96,79,82.29
2023-12-01,7,96,83,86.46
2023-12-01,8,96,72,75.00
2023-12-01,9,96,62,64.58
2023-12-01,10,96,70,72.92
2023-12-01,11,96,61,63.54
2023-12-01,12,96,75,78.13
2023-12-01,13,96,89,92.71
2023-12-01,14,96,81,84.38
2023-12-01,15,96,88,91.67
2023-12-01,16,96,64,66.67
2023-12-01,17,96,88,91.67
2023-12-01,18,96,78,81.25
2023-12-01,19,96,81,84.38
2023-12-01,20,96,78,81.25
2023-12-01,21,96,69,71.88
2023-12-01,22,96,72,75.00
2024-01-01,0,97,91,93.81
2024-01-01,1,97,82,84.54
2024-01-01,2,97,81,83.51
2024-01-01,3,97,71,73.20
2024-01-01,4,97,81,83.51
2024-01-01,5,97,83,85.57
2024-01-01,6,97,83,85.57
2024-01-01,7,97,78,80.41
2024-01-01,8,97,64,65.98
2024-01-01,9,97,75,77.32
2024-01-01,10,97,65,67.01
2024-01-01,11,97,71,73.20
2024-01-01,12,97,88,90.72
2024-01-01,13,97,84,86.60
2024-01-01,14,97,86,88.66
2024-01-01,15,97,64,65.98
2024-01-01,16,97,82,84.54
2024-01-01,17,97,85,87.63
2024-01-01,18,97,75,77.32
2024-01-01,19,97,76,78.35
2024-01-01,20,97,67,69.07
2024-01-01,21,97,69,71.13
2024-02-01,0,79,66,83.54
2024-02-01,1,79,58,73.42
2024-02-01,2,79,65,82.28
2024-02-01,3,79,71,89.87
2024-02-01,4,79,67,84.81
2024-02-01,5,79,65,82.28
2024-02-01,6,79,66,83.54
2024-02-01,7,79,54,68.35
2024-02-01,8,79,65,82.28
2024-02-01,9,79,58,73.42
2024-02-01,10,79,64,81.01
2024-02-01,11,79,68,86.08
2024-02-01,12,79,72,91.14
2024-02-01,13,79,69,87.34
2024-02-01,14,79,52,65.82
2024-02-01,15,79,68,86.08
2024-02-01,16,79,69,87.34
2024-02-01,17,79,60,75.95
2024-02-01,18,79,65,82.28
2024-02-01,19,79,58,73.42
2024-02-01,20,79,52,65.82
2024-03-01,0,92,76,82.61
2024-03-01,1,92,75,81.52
2024-03-01,2,92,75,81.52
2024-03-01,3,92,77,83.70
2024-03-01,4,92,77,83.70
2024-03-01,5,92,75,81.52
2024-03-01,6,92,56,60.87
2024-03-01,7,92,70,76.09
2024-03-01,8,92,61,66.30
2024-03-01,9,92,64,69.57
2024-03-01,10,92,81,88.04
2024-03-01,11,92,82,89.13
2024-03-01,12,92,85,92.39
2024-03-01,13,92,63,68.48
2024-03-01,14,92,85,92.39
2024-03-01,15,92,80,86.96
2024-03-01,16,92,70,76.09
2024-03-01,17,92,81,88.04
2024-03-01,18,92,68,73.91
2024-03-01,19,92,68,73.91
2024-04-01,0,97,76,78.35
2024-04-01,1,97,77,79.38
2024-04-01,2,97,83,85.57
2024-04-01,3,97,78,80.41
2024-04-01,4,97,76,78.35
2024-04-01,5,97,74,76.29
2024-04-01,6,97,69,71.13
2024-04-01,7,97,71,73.20
2024-04-01,8,97,77,79.38
2024-04-01,9,97,87,89.69
2024-04-01,10,97,79,81.44
2024-04-01,11,97,85,87.63
2024-04-01,12,97,64,65.98
2024-04-01,13,97,83,85.57
2024-04-01,14,97,88,90.72
2024-04-01,15,97,82,84.54
2024-04-01,16,97,81,83.51
2024-04-01,17,97,69,71.13
2024-04-01,18,97,68,70.10
2024-05-01,0,85,67,78.82
2024-05-01,1,85,67,78.82
2024-05-01,2,85,72,84.71
2024-05-01,3,85,69,81.18
2024-05-01,4,85,66,77.65
2024-05-01,5,85,61,71.76
2024-05-01,6,85,64,75.29
2024-05-01,7,85,64,75.29
2024-05-01,8,85,76,89.41
2024-05-01,9,85,70,82.35
2024-05-01,10,85,68,80.00
2024-05-01,11,85,57,67.06
2024-05-01,12,85,73,85.88
2024-05-01,13,85,71,83.53
2024-05-01,14,85,69,81.18
2024-05-01,15,85,71,83.53
2024-05-01,16,85,64,75.29
2024-05-01,17,85,63,74.12
2024-06-01,0,82,69,84.15
2024-06-01,1,82,64,78.05
2024-06-01,2,82,62,75.61
2024-06-01,3,82,53,64.63
2024-06-01,4,82,61,74.39
2024-06-01,5,82,66,80.49
2024-06-01,6,82,69,84.15
2024-06-01,7,82,74,90.24
2024-06-01,8,82,72,87.80
2024-06-01,9,82,70,85.37
2024-06-01,10,82,56,68.29
2024-06-01,11,82,76,92.68
2024-06-01,12,82,75,91.46
2024-06-01,13,82,64,78.05
2024-06-01,14,82,67,81.71
2024-06-01,15,82,61,74.39
2024-06-01,16,82,58,70.73
2024-07-01,0,72,62,86.11
2024-07-01,1,72,53,73.61
2024-07-01,2,72,53,73.61
2024-07-01,3,72,56,77.78
2024-07-01,4,72,48,66.67
2024-07-01,5,72,60,83.33
2024-07-01,6,72,64,88.89
2024-07-01,7,72,64,88.89
2024-07-01,8,72,62,86.11
2024-07-01,9,72,46,63.89
2024-07-01,10,72,59,81.94
2024-07-01,11,72,57,79.17
2024-07-01,12,72,55,76.39
2024-07-01,13,72,53,73.61
2024-07-01,14,72,52,72.22
2024-07-01,15,72,49,68.06
2024-08-01,0,84,67,79.76
2024-08-01,1,84,63,75.00
2024-08-01,2,84,62,73.81
2024-08-01,3,84,61,72.62
2024-08-01,4,84,63,75.00
2024-08-01,5,84,74,88.10
2024-08-01,6,84,73,86.90
2024-08-01,7,84,73,86.90
2024-08-01,8,84,56,66.67
2024-08-01,9,84,76,90.48
2024-08-01,10,84,71,84.52
2024-08-01,11,84,61,72.62
2024-08-01,12,84,64,76.19
2024-08-01,13,84,55,65.48
2024-08-01,14,84,65,77.38
2024-09-01,0,87,54,62.07
2024-09-01,1,87,65,74.71
2024-09-01,2,87,61,70.11
2024-09-01,3,87,71,81.61
2024-09-01,4,87,79,90.80
2024-09-01,5,87,67,77.01
2024-09-01,6,87,84,96.55
2024-09-01,7,87,59,67.82
2024-09-01,8,87,72,82.76
2024-09-01,9,87,75,86.21
2024-09-01,10,87,77,88.51
2024-09-01,11,87,71,81.61
2024-09-01,12,87,66,75.86
2024-09-01,13,87,58,66.67
2024-10-01,0,83,64,77.11
2024-10-01,1,83,58,69.88
2024-10-01,2,83,70,84.34
2024-10-01,3,83,77,92.77
2024-10-01,4,83,71,85.54
2024-10-01,5,83,73,87.95
2024-10-01,6,83,61,73.49
2024-10-01,7,83,70,84.34
2024-10-01,8,83,75,90.36
2024-10-01,9,83,62,74.70
2024-10-01,10,83,73,87.95
2024-10-01,11,83,57,68.67
2024-10-01,12,83,62,74.70
2024-11-01,0,78,55,70.51
2024-11-01,1,78,66,84.62
2024-11-01,2,78,68,87.18
2024-11-01,3,78,73,93.59
2024-11-01,4,78,66,84.62
2024-11-01,5,78,54,69.23
2024-11-01,6,78,69,88.46
