cust_id,city,recency_days,purchase_frequency,monetary_value,recency_score,frequency_score,monetary_score,rfm_code,customer_segment
1179,Abu Dhabi,79,90,10556.65,1,2,3,123,At Risk
1885,Abu Dhabi,32,99,10555.26,2,4,3,243,At Risk
1980,Abu Dhabi,29,110,10555.24,2,5,3,253,At Risk
2323,Sharjah,63,91,10553.20,1,2,3,123,At Risk
3691,Dubai,38,103,10551.31,2,4,3,243,At Risk
4120,Sharjah,24,98,10545.97,2,3,3,233,At Risk
2497,Dubai,42,102,10543.32,1,4,3,143,At Risk
3722,Sharjah,24,95,10541.48,2,3,3,233,At Risk
1118,Sharjah,29,89,10538.68,2,2,3,223,At Risk
2893,Dubai,76,87,10535.00,1,1,3,113,At Risk
2706,Abu Dhabi,45,95,10534.03,1,3,3,133,At Risk
987,Abu Dhabi,78,85,10532.46,1,1,3,113,At Risk
2021,Sharjah,28,98,10532.30,2,3,3,233,At Risk
3607,Dubai,55,96,10530.84,1,3,3,133,At Risk
3812,Sharjah,27,78,10529.92,2,1,3,213,At Risk
4673,Abu Dhabi,54,99,10529.65,1,4,3,143,At Risk
226,Dubai,27,86,10525.38,2,1,3,213,At Risk
3496,Abu Dhabi,74,84,10520.11,1,1,3,113,At Risk
261,Dubai,24,108,10519.41,2,5,3,253,At Risk
2448,Abu Dhabi,25,96,10519.04,2,3,3,233,At Risk
3831,Abu Dhabi,49,100,10519.00,1,4,3,143,At Risk
869,Abu Dhabi,24,87,10518.96,2,1,3,213,At Risk
1516,Sharjah,65,86,10515.01,1,1,3,113,At Risk
4978,Abu Dhabi,69,91,10514.87,1,2,3,123,At Risk
1577,Dubai,52,95,10513.17,1,3,3,133,At Risk
1059,Abu Dhabi,35,89,10513.17,2,2,3,223,At Risk
2913,Sharjah,108,99,10509.47,1,4,3,143,At Risk
1557,Dubai,35,89,10508.89,2,2,3,223,At Risk
2970,Abu Dhabi,32,94,10508.16,2,3,3,233,At Risk
2891,Abu Dhabi,102,101,10506.09,1,4,3,143,At Risk
307,Abu Dhabi,37,90,10505.91,2,2,3,223,At Risk
1497,Dubai,43,106,10505.41,1,5,3,153,At Risk
2786,Dubai,32,102,10504.09,2,4,3,243,At Risk
42,Dubai,41,107,10503.74,1,5,3,153,At Risk
1178,Sharjah,47,80,10498.32,1,1,3,113,At Risk
2586,Dubai,59,92,10496.33,1,2,3,123,At Risk
3837,Sharjah,23,97,10491.37,2,3,3,233,At Risk
1624,Abu Dhabi,46,101,10490.47,1,4,3,143,At Risk
4364,Dubai,23,92,10486.63,2,2,3,223,At Risk
168,Abu Dhabi,51,95,10484.63,1,3,3,133,At Risk
248,Dubai,25,83,10481.31,2,1,3,213,At Risk
1898,Sharjah,34,101,10478.34,2,4,3,243,At Risk
347,Dubai,62,90,10477.84,1,2,3,123,At Risk
881,Sharjah,39,93,10477.83,1,2,3,123,At Risk
2556,Abu Dhabi,23,92,10473.30,2,2,3,223,At Risk
1488,Dubai,43,99,10471.14,1,4,3,143,At Risk
804,Dubai,26,94,10469.39,2,3,3,233,At Risk
2847,Dubai,49,81,10465.85,1,1,3,113,At Risk
3746,Abu Dhabi,90,98,10465.43,1,3,3,133,At Risk
2005,Sharjah,40,85,10465.01,1,1,3,113,At Risk
167,Sharjah,27,99,10460.32,2,3,3,233,At Risk
1050,Dubai,23,108,10456.44,2,5,3,253,At Risk
2304,Dubai,37,92,10454.93,2,2,3,223,At Risk
4092,Dubai,24,88,10453.31,2,2,3,223,At Risk
4259,Abu Dhabi,30,90,10451.16,2,2,3,223,At Risk
2745,Dubai,66,92,10449.76,1,2,3,123,At Risk
1998,Dubai,29,102,10444.51,2,4,3,243,At Risk
3584,Dubai,61,97,10441.58,1,3,3,133,At Risk
3522,Dubai,40,98,10441.31,1,3,3,133,At Risk
4266,Sharjah,34,89,10436.58,2,2,3,223,At Risk
4700,Abu Dhabi,39,102,10433.64,1,4,3,143,At Risk
2601,Abu Dhabi,25,88,10432.89,2,2,3,223,At Risk
4409,Sharjah,66,97,10432.41,1,3,3,133,At Risk
3721,Sharjah,94,83,10431.67,1,1,3,113,At Risk
4222,Dubai,59,101,10429.50,1,4,3,143,At Risk
3460,Dubai,25,100,10427.89,2,4,3,243,At Risk
194,Abu Dhabi,43,83,10427.79,1,1,3,113,At Risk
3161,Sharjah,60,95,10424.41,1,3,3,133,At Risk
3929,Abu Dhabi,64,87,10420.48,1,1,3,113,At Risk
4792,Dubai,28,83,10419.52,2,1,3,213,At Risk
2354,Abu Dhabi,28,101,10415.55,2,4,3,243,At Risk
2505,Dubai,35,103,10414.05,2,4,3,243,At Risk
3567,Dubai,26,105,10398.14,2,5,2,252,At Risk
3601,Sharjah,26,95,10391.43,2,3,2,232,At Risk
1781,Dubai,52,100,10387.51,1,4,2,142,At Risk
1738,Dubai,46,97,10387.19,1,3,2,132,At Risk
2772,Abu Dhabi,63,97,10386.22,1,3,2,132,At Risk
1517,Dubai,29,96,10384.77,2,3,2,232,At Risk
4654,Dubai,64,105,10369.82,1,5,2,152,At Risk
4443,Abu Dhabi,49,97,10368.96,1,3,2,132,At Risk
4565,Abu Dhabi,37,96,10365.18,2,3,2,232,At Risk
2399,Dubai,27,103,10363.50,2,4,2,242,At Risk
2468,Abu Dhabi,32,102,10360.60,2,4,2,242,At Risk
951,Dubai,78,95,10358.50,1,3,2,132,At Risk
2247,Dubai,33,102,10355.21,2,4,2,242,At Risk
234,Dubai,58,95,10347.84,1,3,2,132,At Risk
817,Dubai,78,94,10345.73,1,3,2,132,At Risk
3729,Sharjah,77,96,10345.20,1,3,2,132,At Risk
3935,Dubai,24,101,10340.30,2,4,2,242,At Risk
3922,Dubai,38,101,10334.89,2,4,2,242,At Risk
2067,Dubai,69,97,10334.48,1,3,2,132,At Risk
2742,Sharjah,25,96,10333.72,2,3,2,232,At Risk
3500,Dubai,47,102,10332.14,1,4,2,142,At Risk
2168,Dubai,64,106,10321.68,1,5,2,152,At Risk
1277,Sharjah,34,94,10313.92,2,3,2,232,At Risk
4902,Sharjah,26,102,10296.07,2,4,2,242,At Risk
3626,Dubai,28,111,10291.33,2,5,2,252,At Risk
777,Dubai,24,97,10287.66,2,3,2,232,At Risk
2335,Dubai,30,96,10274.76,2,3,2,232,At Risk
4052,Dubai,38,99,10267.65,2,4,2,242,At Risk
1747,Dubai,41,100,10267.48,1,4,2,142,At Risk
1091,Abu Dhabi,48,99,10256.91,1,3,2,132,At Risk
4889,Abu Dhabi,23,107,10252.24,2,5,2,252,At Risk
1473,Abu Dhabi,32,100,10249.73,2,4,2,242,At Risk
1950,Dubai,52,102,10249.00,1,4,2,142,At Risk
3768,Dubai,35,102,10246.69,2,4,2,242,At Risk
3742,Sharjah,30,101,10245.83,2,4,2,242,At Risk
4771,Abu Dhabi,23,107,10245.05,2,5,2,252,At Risk
1038,Abu Dhabi,23,104,10238.55,2,4,2,242,At Risk
4971,Abu Dhabi,25,104,10235.12,2,5,2,252,At Risk
80,Abu Dhabi,40,98,10229.42,1,3,2,132,At Risk
2937,Dubai,56,99,10223.63,1,4,2,142,At Risk
4164,Dubai,59,101,10214.20,1,4,2,142,At Risk
1521,Dubai,27,97,10214.14,2,3,2,232,At Risk
1108,Abu Dhabi,27,99,10211.53,2,3,2,232,At Risk
1274,Dubai,42,95,10203.89,1,3,2,132,At Risk
4918,Dubai,57,104,10196.86,1,5,2,152,At Risk
3957,Abu Dhabi,36,95,10194.71,2,3,2,232,At Risk
4980,Sharjah,51,96,10192.76,1,3,2,132,At Risk
1990,Sharjah,43,109,10191.34,1,5,2,152,At Risk
1011,Dubai,150,98,10188.11,1,3,2,132,At Risk
3904,Dubai,22,94,10186.04,2,3,2,232,At Risk
1441,Dubai,90,99,10184.78,1,4,2,142,At Risk
3248,Dubai,48,99,10180.70,1,4,2,142,At Risk
530,Abu Dhabi,31,95,10178.13,2,3,2,232,At Risk
3048,Dubai,60,102,10165.32,1,4,2,142,At Risk
326,Abu Dhabi,28,104,10163.55,2,4,2,242,At Risk
3479,Dubai,26,97,10150.60,2,3,2,232,At Risk
1801,Sharjah,26,94,10131.90,2,3,2,232,At Risk
1952,Dubai,93,112,10131.26,1,5,2,152,At Risk
263,Sharjah,28,97,10130.37,2,3,2,232,At Risk
3339,Dubai,49,109,10127.47,1,5,2,152,At Risk
2489,Abu Dhabi,40,98,10116.57,1,3,2,132,At Risk
3648,Abu Dhabi,25,104,10114.08,2,4,2,242,At Risk
3710,Abu Dhabi,32,97,10112.71,2,3,2,232,At Risk
1858,Abu Dhabi,38,96,10109.56,2,3,2,232,At Risk
1382,Abu Dhabi,80,98,10100.19,1,3,2,132,At Risk
2871,Abu Dhabi,26,94,10092.97,2,3,2,232,At Risk
2646,Dubai,54,104,10089.57,1,4,2,142,At Risk
1891,Dubai,30,94,10089.04,2,3,2,232,At Risk
1395,Abu Dhabi,34,99,10085.31,2,3,2,232,At Risk
2070,Abu Dhabi,48,96,10081.53,1,3,2,132,At Risk
840,Dubai,59,103,10064.77,1,4,2,142,At Risk
4042,Dubai,55,97,10063.08,1,3,2,132,At Risk
3777,Dubai,28,102,10059.27,2,4,2,242,At Risk
1388,Dubai,52,107,10059.26,1,5,2,152,At Risk
1793,Dubai,54,103,10058.22,1,4,2,142,At Risk
146,Sharjah,62,97,10045.24,1,3,2,132,At Risk
584,Sharjah,34,97,10044.06,2,3,2,232,At Risk
210,Sharjah,146,99,10035.82,1,3,2,132,At Risk
2990,Dubai,47,95,10017.20,1,3,2,132,At Risk
3807,Sharjah,24,100,10016.40,2,4,2,242,At Risk
2224,Dubai,24,99,10006.94,2,4,2,242,At Risk
160,Dubai,23,100,10003.87,2,4,2,242,At Risk
1133,Abu Dhabi,49,104,10003.60,1,4,2,142,At Risk
3732,Abu Dhabi,43,96,9994.81,1,3,2,132,At Risk
1944,Dubai,52,99,9992.04,1,4,2,142,At Risk
3428,Dubai,89,99,9989.89,1,4,2,142,At Risk
2790,Dubai,30,98,9982.40,2,3,2,232,At Risk
4054,Dubai,87,99,9963.07,1,4,2,142,At Risk
4202,Sharjah,25,97,9959.06,2,3,2,232,At Risk
3996,Abu Dhabi,24,100,9958.98,2,4,2,242,At Risk
2456,Abu Dhabi,26,114,9958.76,2,5,2,252,At Risk
4574,Dubai,31,104,9955.34,2,4,2,242,At Risk
4780,Abu Dhabi,29,98,9946.90,2,3,2,232,At Risk
3425,Sharjah,90,99,9944.32,1,4,2,142,At Risk
3307,Dubai,66,94,9939.86,1,3,2,132,At Risk
1053,Sharjah,139,102,9931.07,1,4,2,142,At Risk
2464,Dubai,29,97,9913.50,2,3,2,232,At Risk
1196,Dubai,25,96,9890.23,2,3,2,232,At Risk
753,Dubai,53,96,9890.04,1,3,2,132,At Risk
1844,Dubai,33,96,9889.02,2,3,2,232,At Risk
1339,Dubai,30,98,9887.22,2,3,2,232,At Risk
2125,Abu Dhabi,35,98,9881.62,2,3,2,232,At Risk
4610,Dubai,49,113,9874.98,1,5,2,152,At Risk
439,Sharjah,57,101,9873.49,1,4,2,142,At Risk
2553,Sharjah,49,94,9873.35,1,3,2,132,At Risk
4095,Dubai,59,108,9871.48,1,5,2,152,At Risk
1880,Dubai,54,94,9870.52,1,3,2,132,At Risk
4208,Dubai,45,98,9864.84,1,3,2,132,At Risk
4838,Dubai,23,103,9860.57,2,4,2,242,At Risk
4815,Dubai,66,100,9855.64,1,4,2,142,At Risk
1881,Abu Dhabi,35,97,9850.29,2,3,2,232,At Risk
1584,Dubai,40,94,9845.68,1,3,2,132,At Risk
3893,Sharjah,28,95,9822.45,2,3,2,232,At Risk
3657,Dubai,61,96,9821.84,1,3,2,132,At Risk
482,Abu Dhabi,44,95,9821.27,1,3,2,132,At Risk
3243,Abu Dhabi,62,98,9814.88,1,3,2,132,At Risk
2213,Dubai,23,96,9808.80,2,3,2,232,At Risk
2334,Sharjah,75,94,9807.76,1,3,2,132,At Risk
2542,Abu Dhabi,40,95,9795.21,1,3,2,132,At Risk
2674,Sharjah,43,104,9792.05,1,4,2,142,At Risk
2082,Abu Dhabi,75,112,9779.50,1,5,2,152,At Risk
3329,Sharjah,33,100,9775.93,2,4,2,242,At Risk
4541,Dubai,38,94,9763.63,1,3,2,132,At Risk
3029,Abu Dhabi,33,109,9761.03,2,5,2,252,At Risk
2773,Abu Dhabi,24,94,9758.23,2,3,2,232,At Risk
368,Dubai,49,101,9745.62,1,4,2,142,At Risk
1052,Sharjah,33,95,9742.15,2,3,2,232,At Risk
686,Dubai,57,94,9740.52,1,3,2,132,At Risk
3262,Sharjah,92,96,9739.91,1,3,2,132,At Risk
4967,Abu Dhabi,47,104,9731.60,1,5,2,152,At Risk
2249,Abu Dhabi,23,102,9731.59,2,4,2,242,At Risk
4739,Abu Dhabi,27,95,9723.85,2,3,2,232,At Risk
1366,Dubai,29,101,9708.95,2,4,2,242,At Risk
3011,Dubai,51,97,9705.54,1,3,2,132,At Risk
4687,Dubai,67,98,9705.42,1,3,2,132,At Risk
3260,Sharjah,32,106,9695.95,2,5,2,252,At Risk
1030,Dubai,63,96,9693.22,1,3,2,132,At Risk
91,Sharjah,23,100,9692.85,2,4,2,242,At Risk
2855,Dubai,78,95,9688.46,1,3,2,132,At Risk
1512,Sharjah,23,99,9688.40,2,4,2,242,At Risk
4993,Abu Dhabi,24,96,9684.39,2,3,2,232,At Risk
4741,Dubai,34,102,9668.05,2,4,2,242,At Risk
1782,Sharjah,62,96,9666.04,1,3,2,132,At Risk
773,Dubai,37,98,9645.25,2,3,2,232,At Risk
2583,Sharjah,30,100,9642.68,2,4,2,242,At Risk
1147,Abu Dhabi,40,96,9642.00,1,3,2,132,At Risk
4491,Sharjah,27,103,9641.74,2,4,2,242,At Risk
3643,Abu Dhabi,32,98,9641.48,2,3,2,232,At Risk
4919,Sharjah,34,111,9627.91,2,5,2,252,At Risk
2117,Dubai,24,102,9620.20,2,4,2,242,At Risk
1544,Dubai,49,105,9618.15,1,5,2,152,At Risk
4679,Sharjah,29,94,9613.39,2,3,2,232,At Risk
2165,Abu Dhabi,55,99,9596.75,1,4,2,142,At Risk
2198,Abu Dhabi,40,103,9590.02,1,4,2,142,At Risk
4159,Abu Dhabi,23,102,9589.89,2,4,2,242,At Risk
3062,Sharjah,29,95,9584.74,2,3,2,232,At Risk
2031,Dubai,48,95,9582.37,1,3,2,132,At Risk
3236,Abu Dhabi,29,97,9577.25,2,3,2,232,At Risk
4153,Sharjah,54,97,9567.54,1,3,2,132,At Risk
1588,Sharjah,76,95,9566.16,1,3,2,132,At Risk
726,Sharjah,28,97,9565.67,2,3,2,232,At Risk
1623,Dubai,50,110,9565.59,1,5,2,152,At Risk
1820,Dubai,31,106,9562.49,2,5,2,252,At Risk
3532,Dubai,30,107,9557.74,2,5,2,252,At Risk
1831,Abu Dhabi,29,112,9550.97,2,5,2,252,At Risk
2331,Dubai,76,95,9546.17,1,3,2,132,At Risk
2006,Dubai,27,97,9535.44,2,3,2,232,At Risk
2371,Dubai,24,102,9527.90,2,4,2,242,At Risk
4932,Sharjah,70,94,9526.98,1,3,2,132,At Risk
2504,Abu Dhabi,69,106,9522.10,1,5,2,152,At Risk
3291,Dubai,47,103,9520.83,1,4,2,142,At Risk
2545,Dubai,44,102,9518.03,1,4,2,142,At Risk
1042,Sharjah,74,96,9517.64,1,3,2,132,At Risk
3060,Sharjah,27,107,9501.60,2,5,2,252,At Risk
2388,Dubai,32,94,9501.53,2,3,2,232,At Risk
4614,Abu Dhabi,58,97,9495.16,1,3,2,132,At Risk
4896,Abu Dhabi,43,103,9489.58,1,4,2,142,At Risk
3276,Dubai,26,101,9483.14,2,4,2,242,At Risk
110,Dubai,30,105,9481.48,2,5,2,252,At Risk
2539,Dubai,32,101,9476.98,2,4,2,242,At Risk
172,Dubai,31,99,9469.03,2,3,2,232,At Risk
2769,Abu Dhabi,24,95,9463.29,2,3,2,232,At Risk
3142,Dubai,27,94,9453.34,2,3,2,232,At Risk
2139,Abu Dhabi,73,105,9453.15,1,5,2,152,At Risk
4549,Abu Dhabi,33,102,9438.36,2,4,2,242,At Risk
1067,Abu Dhabi,34,102,9436.10,2,4,2,242,At Risk
3659,Dubai,93,94,9430.41,1,3,2,132,At Risk
1356,Sharjah,35,98,9415.43,2,3,2,232,At Risk
2546,Sharjah,45,102,9410.50,1,4,2,142,At Risk
4650,Sharjah,46,95,9394.32,1,3,2,132,At Risk
2712,Dubai,75,102,9388.75,1,4,2,142,At Risk
2430,Abu Dhabi,25,96,9380.41,2,3,2,232,At Risk
2749,Dubai,39,102,9368.72,1,4,2,142,At Risk
1105,Dubai,52,96,9343.41,1,3,1,131,At Risk
1060,Abu Dhabi,37,96,9331.52,2,3,1,231,At Risk
575,Dubai,58,96,9326.13,1,3,1,131,At Risk
2864,Dubai,31,100,9325.09,2,4,1,241,At Risk
280,Dubai,32,104,9319.14,2,4,1,241,At Risk
703,Sharjah,34,102,9317.10,2,4,1,241,At Risk
4656,Dubai,56,101,9316.03,1,4,1,141,At Risk
815,Sharjah,46,101,9315.79,1,4,1,141,At Risk
4820,Abu Dhabi,73,96,9283.24,1,3,1,131,At Risk
1737,Abu Dhabi,26,97,9282.87,2,3,1,231,At Risk
2395,Dubai,24,95,9278.21,2,3,1,231,At Risk
2950,Sharjah,145,97,9277.90,1,3,1,131,At Risk
4423,Dubai,59,104,9277.55,1,4,1,141,At Risk
2972,Sharjah,33,97,9274.28,2,3,1,231,At Risk
2040,Abu Dhabi,29,95,9272.74,2,3,1,231,At Risk
2690,Dubai,51,110,9271.36,1,5,1,151,At Risk
1719,Dubai,104,94,9267.21,1,3,1,131,At Risk
4676,Abu Dhabi,43,96,9258.32,1,3,1,131,At Risk
4160,Abu Dhabi,37,95,9255.57,2,3,1,231,At Risk
689,Sharjah,61,100,9254.35,1,4,1,141,At Risk
1207,Dubai,25,98,9250.93,2,3,1,231,At Risk
3709,Sharjah,48,103,9229.98,1,4,1,141,At Risk
4346,Dubai,91,99,9224.75,1,4,1,141,At Risk
3459,Dubai,63,106,9202.75,1,5,1,151,At Risk
523,Abu Dhabi,42,95,9197.67,1,3,1,131,At Risk
322,Dubai,74,98,9197.07,1,3,1,131,At Risk
2554,Dubai,51,94,9180.45,1,3,1,131,At Risk
1436,Dubai,69,95,9177.85,1,3,1,131,At Risk
2888,Dubai,59,102,9176.14,1,4,1,141,At Risk
2530,Sharjah,26,94,9172.25,2,3,1,231,At Risk
4053,Dubai,22,101,9167.15,2,4,1,241,At Risk
3608,Dubai,29,98,9147.25,2,3,1,231,At Risk
3619,Abu Dhabi,30,94,9133.55,2,3,1,231,At Risk
254,Sharjah,129,99,9127.06,1,3,1,131,At Risk
2264,Dubai,23,102,9108.55,2,4,1,241,At Risk
4790,Dubai,23,98,9107.28,2,3,1,231,At Risk
691,Dubai,74,95,9103.24,1,3,1,131,At Risk
4585,Sharjah,39,99,9099.00,1,4,1,141,At Risk
3559,Dubai,37,99,9097.82,2,4,1,241,At Risk
896,Dubai,62,95,9088.62,1,3,1,131,At Risk
4888,Dubai,67,96,9081.93,1,3,1,131,At Risk
180,Abu Dhabi,24,106,9075.52,2,5,1,251,At Risk
1483,Dubai,62,102,9060.38,1,4,1,141,At Risk
3159,Abu Dhabi,42,99,9031.60,1,4,1,141,At Risk
1559,Abu Dhabi,36,94,9019.64,2,3,1,231,At Risk
500,Abu Dhabi,31,102,9009.36,2,4,1,241,At Risk
3521,Dubai,28,98,9007.96,2,3,1,231,At Risk
3669,Dubai,41,104,8993.57,1,4,1,141,At Risk
4214,Dubai,42,96,8927.79,1,3,1,131,At Risk
2278,Abu Dhabi,28,94,8925.33,2,3,1,231,At Risk
2455,Abu Dhabi,44,97,8917.36,1,3,1,131,At Risk
4505,Sharjah,62,100,8912.09,1,4,1,141,At Risk
668,Abu Dhabi,41,100,8911.40,1,4,1,141,At Risk
3358,Dubai,33,94,8850.67,2,3,1,231,At Risk
2960,Abu Dhabi,31,98,8801.54,2,3,1,231,At Risk
1079,Dubai,66,99,8779.44,1,3,1,131,At Risk
1515,Dubai,36,96,8752.75,2,3,1,231,At Risk
2920,Abu Dhabi,39,97,8713.23,1,3,1,131,At Risk
4903,Dubai,30,99,8705.78,2,4,1,241,At Risk
4845,Abu Dhabi,39,107,8695.22,1,5,1,151,At Risk
917,Dubai,67,95,8676.13,1,3,1,131,At Risk
2660,Sharjah,64,94,8659.14,1,3,1,131,At Risk
1769,Abu Dhabi,34,106,8633.74,2,5,1,251,At Risk
3526,Sharjah,73,99,8633.51,1,4,1,141,At Risk
736,Dubai,33,97,8631.21,2,3,1,231,At Risk
3516,Abu Dhabi,27,94,8621.16,2,3,1,231,At Risk
2498,Dubai,34,107,8619.68,2,5,1,251,At Risk
2532,Dubai,41,94,8616.65,1,3,1,131,At Risk
3455,Sharjah,23,106,8612.92,2,5,1,251,At Risk
3204,Abu Dhabi,33,105,8552.74,2,5,1,251,At Risk
4328,Sharjah,40,95,8544.32,1,3,1,131,At Risk
1416,Sharjah,31,97,8531.22,2,3,1,231,At Risk
3613,Abu Dhabi,84,99,8497.69,1,4,1,141,At Risk
4463,Abu Dhabi,96,102,8495.18,1,4,1,141,At Risk
857,Sharjah,29,95,8486.67,2,3,1,231,At Risk
158,Dubai,82,104,8472.66,1,4,1,141,At Risk
631,Abu Dhabi,48,98,8471.59,1,3,1,131,At Risk
1051,Dubai,63,98,8435.44,1,3,1,131,At Risk
1543,Dubai,27,98,8415.20,2,3,1,231,At Risk
4894,Sharjah,24,96,8408.56,2,3,1,231,At Risk
393,Sharjah,26,97,8396.26,2,3,1,231,At Risk
834,Dubai,23,95,8374.21,2,3,1,231,At Risk
2414,Sharjah,40,96,8311.61,1,3,1,131,At Risk
3012,Abu Dhabi,40,106,8275.29,1,5,1,151,At Risk
4523,Dubai,25,95,8243.11,2,3,1,231,At Risk
2511,Abu Dhabi,33,96,8149.01,2,3,1,231,At Risk
3558,Sharjah,23,101,8058.15,2,4,1,241,At Risk
3519,Dubai,27,100,8025.45,2,4,1,241,At Risk
4788,Dubai,25,94,8009.36,2,3,1,231,At Risk
2236,Dubai,35,94,8007.30,2,3,1,231,At Risk
3069,Abu Dhabi,33,102,7970.74,2,4,1,241,At Risk
2509,Dubai,35,97,7905.07,2,3,1,231,At Risk
754,Dubai,147,100,7897.98,1,4,1,141,At Risk
1592,Abu Dhabi,23,105,7706.45,2,5,1,251,At Risk
6,Dubai,86,95,7703.35,1,3,1,131,At Risk
776,Dubai,58,101,7621.18,1,4,1,141,At Risk
4068,Dubai,25,95,7552.45,2,3,1,231,At Risk
2136,Dubai,27,98,7446.51,2,3,1,231,At Risk
4286,Sharjah,36,94,7260.11,2,3,1,231,At Risk
1404,Dubai,1,121,17600.11,5,5,5,555,Champions
4900,Dubai,5,118,17367.41,4,5,5,455,Champions
4184,Dubai,2,123,17304.00,5,5,5,555,Champions
3845,Dubai,6,129,17287.19,4,5,5,455,Champions
1962,Sharjah,11,105,17213.00,4,5,5,455,Champions
1343,Abu Dhabi,0,105,17028.26,5,5,5,555,Champions
3378,Abu Dhabi,3,100,16938.89,5,4,5,545,Champions
4915,Sharjah,7,117,16714.40,4,5,5,455,Champions
3424,Dubai,8,121,16619.60,4,5,5,455,Champions
2771,Dubai,5,107,16382.08,4,5,5,455,Champions
2804,Sharjah,1,113,16349.96,5,5,5,555,Champions
3695,Sharjah,0,118,16268.35,5,5,5,555,Champions
467,Abu Dhabi,2,110,16188.26,5,5,5,555,Champions
702,Sharjah,10,100,16090.01,4,4,5,445,Champions
4316,Abu Dhabi,9,110,16060.85,4,5,5,455,Champions
4510,Sharjah,9,122,16042.56,4,5,5,455,Champions
4524,Abu Dhabi,7,116,15986.84,4,5,5,455,Champions
4377,Abu Dhabi,1,109,15916.86,5,5,5,555,Champions
2166,Abu Dhabi,4,112,15863.14,5,5,5,555,Champions
1867,Abu Dhabi,3,99,15852.97,5,4,5,545,Champions
3873,Dubai,2,114,15750.20,5,5,5,555,Champions
4345,Abu Dhabi,0,110,15657.52,5,5,5,555,Champions
705,Dubai,0,108,15641.62,5,5,5,555,Champions
132,Dubai,2,110,15552.86,5,5,5,555,Champions
414,Dubai,2,106,15521.86,5,5,5,555,Champions
348,Sharjah,6,106,15483.89,4,5,5,455,Champions
4356,Dubai,7,105,15462.83,4,5,5,455,Champions
66,Dubai,3,118,15436.67,5,5,5,555,Champions
3084,Abu Dhabi,5,128,15430.33,4,5,5,455,Champions
1324,Sharjah,2,112,15427.23,5,5,5,555,Champions
224,Dubai,0,106,15346.52,5,5,5,555,Champions
2625,Dubai,2,102,15294.43,5,4,5,545,Champions
1869,Abu Dhabi,9,125,15288.37,4,5,5,455,Champions
724,Dubai,10,101,15222.07,4,4,5,445,Champions
4969,Abu Dhabi,8,115,15140.37,4,5,5,455,Champions
4723,Dubai,5,106,15133.50,4,5,5,455,Champions
1462,Dubai,1,103,15068.79,5,4,5,545,Champions
1888,Dubai,2,105,15041.45,5,5,5,555,Champions
4587,Dubai,10,114,15041.20,4,5,5,455,Champions
2977,Abu Dhabi,4,115,14996.11,5,5,5,555,Champions
4955,Sharjah,9,127,14984.97,4,5,5,455,Champions
1974,Dubai,0,104,14969.89,5,4,5,545,Champions
3415,Abu Dhabi,6,109,14940.58,4,5,5,455,Champions
1256,Abu Dhabi,4,106,14928.41,5,5,5,555,Champions
3782,Dubai,2,106,14911.92,5,5,5,555,Champions
4512,Dubai,3,107,14909.48,5,5,5,555,Champions
716,Dubai,7,107,14888.54,4,5,5,455,Champions
1648,Sharjah,6,105,14816.05,4,5,5,455,Champions
4546,Dubai,10,111,14811.38,4,5,5,455,Champions
1545,Dubai,5,117,14767.75,4,5,5,455,Champions
4563,Sharjah,2,100,14752.54,5,4,5,545,Champions
1688,Dubai,9,104,14751.92,4,4,5,445,Champions
2591,Sharjah,2,103,14735.63,5,4,5,545,Champions
4725,Dubai,2,100,14729.37,5,4,5,545,Champions
211,Abu Dhabi,6,114,14728.24,4,5,5,455,Champions
456,Abu Dhabi,0,117,14721.12,5,5,5,555,Champions
1642,Sharjah,0,99,14701.20,5,4,5,545,Champions
1535,Dubai,0,128,14675.88,5,5,5,555,Champions
4263,Sharjah,11,111,14675.30,4,5,5,455,Champions
743,Abu Dhabi,8,124,14671.82,4,5,5,455,Champions
2110,Abu Dhabi,9,113,14661.73,4,5,5,455,Champions
4684,Dubai,9,110,14655.35,4,5,5,455,Champions
2568,Abu Dhabi,6,106,14655.10,4,5,5,455,Champions
2717,Abu Dhabi,9,114,14608.95,4,5,5,455,Champions
2604,Sharjah,7,105,14601.83,4,5,5,455,Champions
1290,Abu Dhabi,9,106,14594.05,4,5,5,455,Champions
2832,Dubai,0,116,14583.62,5,5,5,555,Champions
4402,Sharjah,3,99,14561.23,5,4,5,545,Champions
4560,Sharjah,0,109,14527.12,5,5,5,555,Champions
983,Dubai,0,100,14522.61,5,4,5,545,Champions
791,Sharjah,11,107,14489.33,4,5,5,455,Champions
870,Dubai,9,117,14466.75,4,5,5,455,Champions
2971,Sharjah,3,104,14452.74,5,4,5,545,Champions
540,Sharjah,10,103,14441.31,4,4,5,445,Champions
2328,Dubai,5,102,14430.31,4,4,5,445,Champions
2147,Dubai,0,108,14422.24,5,5,5,555,Champions
3560,Dubai,6,115,14407.78,4,5,5,455,Champions
1914,Sharjah,9,107,14398.51,4,5,5,455,Champions
356,Dubai,7,110,14396.78,4,5,5,455,Champions
1037,Abu Dhabi,2,105,14396.42,5,5,5,555,Champions
1348,Abu Dhabi,9,127,14395.29,4,5,5,455,Champions
1333,Sharjah,3,117,14382.84,5,5,5,555,Champions
1387,Abu Dhabi,2,112,14369.45,5,5,5,555,Champions
1090,Dubai,11,118,14355.43,4,5,5,455,Champions
1843,Dubai,4,101,14350.94,5,4,5,545,Champions
